Time [s],TGS2620,TGS2602,TGS2603,TGS2610,TGS2611,TGS2600
1,0.1193321449,0.0061850856,0.0324190542,0.0194722713,0.0428324172,0.0934910027
2,0.1193257148,0.0061982363,0.0324009882,0.019479912,0.0428384843,0.0934760151
3,0.1193081958,0.0061975445,0.0324164081,0.0194777284,0.0428412323,0.093465735
4,0.1193002245,0.006206198,0.0324361977,0.0194783159,0.0428464215,0.0934540576
5,0.1192901414,0.0062163819,0.0324531784,0.0194777738,0.0428486502,0.0934389985
6,0.1192770757,0.0062232896,0.0324571295,0.0194835004,0.0428597758,0.0934186953
7,0.1192572153,0.0062367503,0.0324495775,0.0194837816,0.0428649548,0.0934062488
8,0.1192486463,0.0062468278,0.0324590916,0.0194844854,0.0428719881,0.0933945269
9,0.119239226,0.0062537643,0.0324534513,0.0194834449,0.0428731305,0.0933808581
10,0.1192225443,0.0062652533,0.0324739749,0.0194870101,0.0428732275,0.0933620518
11,0.119198228,0.0062734753,0.0324546989,0.0194846663,0.042874507,0.0933259388
12,0.1191866775,0.0062857139,0.0324725514,0.0194887847,0.0428820636,0.0933198032
13,0.1191657274,0.0062957879,0.032456316,0.0194868871,0.04288015,0.0932963623
14,0.1191463929,0.0063043333,0.0324920903,0.0194847695,0.0428777387,0.0932708188
15,0.119122894,0.0063148241,0.0324923178,0.0194893338,0.0428801106,0.0932570041
16,0.119112197,0.0063231215,0.0325283745,0.0194952559,0.0428921596,0.093238098
17,0.1190898812,0.0063370836,0.0325133556,0.0194930214,0.0428928117,0.0932248904
18,0.1190754372,0.0063413366,0.0325073653,0.0194904194,0.0428911893,0.0932072274
19,0.119052555,0.0063522441,0.032528165,0.019490731,0.0428948256,0.0931815668
20,0.1190320221,0.0063659228,0.0325318009,0.019495547,0.042897181,0.0931560817
21,0.1190006909,0.0063711397,0.0325401335,0.0194968758,0.0429017663,0.0931430276
22,0.1189817424,0.0063764203,0.0325608896,0.0194921721,0.0429017155,0.0931216183
23,0.1189493802,0.0063865532,0.0325780142,0.0194908791,0.0428956349,0.093087527
24,0.1189131399,0.0063962639,0.0326094542,0.0194855679,0.0428906667,0.0930570826
25,0.1188796922,0.006419996,0.0326076441,0.0194936749,0.0429064737,0.0930239968
26,0.1188897574,0.0064309036,0.0326340123,0.0195080856,0.0429470114,0.0930008003
27,0.1190045695,0.0064332223,0.0326670475,0.0195319331,0.0430356265,0.092984889
28,0.1192576396,0.0064464214,0.0326774338,0.0195617761,0.0431641941,0.0929584779
29,0.1196118948,0.006453321,0.0327054657,0.0196014567,0.0433113989,0.0929312728
30,0.1201244003,0.0064740869,0.0327289288,0.0196431327,0.0434712637,0.0929113925
31,0.1206088447,0.0064756023,0.0327517335,0.0196812051,0.0436261397,0.0928986601
32,0.1211694449,0.0065013207,0.0328047836,0.0197332256,0.0438057851,0.0929038295
33,0.1217593533,0.0065172054,0.0328464137,0.0197912138,0.0439744814,0.0928908844
34,0.122532976,0.0065416639,0.0329474705,0.0198782111,0.0441990541,0.0928836934
35,0.1231730155,0.0065864539,0.0329942153,0.0199673362,0.0443969145,0.092869217
36,0.1238239608,0.00662417,0.0331847923,0.0200809875,0.0446178567,0.0928677821
37,0.1244765652,0.0066766909,0.0333494514,0.0201718264,0.0448103809,0.0928504124
38,0.1250946577,0.0067356918,0.0335138847,0.0202649757,0.0449802522,0.0928501241
39,0.125729943,0.0068118401,0.0337221432,0.0203634027,0.0451602355,0.0928440426
40,0.1261605346,0.0068820689,0.0339363369,0.0204505721,0.0453205742,0.0928460913
41,0.1265414265,0.0069398464,0.0341216597,0.0205351662,0.0454896656,0.0928371092
42,0.1269048301,0.0069953716,0.0342884272,0.0205985032,0.0456226386,0.092838851
43,0.1272175353,0.0070387731,0.0344594578,0.0206378281,0.0457109622,0.0928314528
44,0.1275278141,0.0070930065,0.0346091371,0.0206658029,0.0457814675,0.0928386049
45,0.1277345656,0.0071409588,0.0347797062,0.0206982433,0.0458412135,0.0928434025
46,0.1279232642,0.007192099,0.0349127866,0.020724691,0.0458951455,0.0928594544
47,0.1281113981,0.00724531,0.0350314325,0.0207466752,0.0459355987,0.0928700081
48,0.1283090462,0.0072937722,0.0351211294,0.020767384,0.045981615,0.0928886539
49,0.1285562191,0.0073519249,0.0352735838,0.0207857369,0.0460300173,0.0929050723
50,0.1287543964,0.0073993368,0.035387194,0.0208090408,0.0460775606,0.0929287424
51,0.1289571166,0.0074487495,0.0354835846,0.0208460064,0.0461378412,0.0929608028
52,0.1291332202,0.0075382697,0.0356630677,0.020908712,0.0462125436,0.0929884075
53,0.1292548826,0.0076932974,0.035877253,0.020987458,0.0463162876,0.093022521
54,0.1294762611,0.0079368474,0.0362409318,0.0211004219,0.0464970738,0.0930736222
55,0.1297113684,0.0080898382,0.036510373,0.0211889942,0.0466351884,0.0931229744
56,0.1299822292,0.0082006339,0.0367892278,0.0212700614,0.0467923919,0.0931752592
57,0.1302669248,0.0082890179,0.0370395181,0.021337328,0.0469248226,0.0932234913
58,0.1305176592,0.0084085367,0.0373945194,0.0214214137,0.0470562158,0.0932953117
59,0.1307217192,0.0085317146,0.0376951912,0.0214966141,0.0471981774,0.0933521862
60,0.1309504871,0.0086063225,0.0379749564,0.0215461155,0.0473000733,0.0934174034
61,0.1311740907,0.0086413254,0.0382200135,0.0215690006,0.0473541099,0.0934739544
62,0.1313737401,0.008651719,0.0384009786,0.0215768098,0.047373239,0.0935327005
63,0.1316006116,0.0086493263,0.0385771871,0.0215843661,0.0474083687,0.0936072217
64,0.1317901742,0.0086411906,0.0386787363,0.0215862549,0.0474273504,0.0936610601
65,0.1319857282,0.0086346642,0.0387501279,0.0215829724,0.0474392431,0.0937282851
66,0.132197863,0.0086353166,0.038821866,0.0215834373,0.0474663054,0.0937812661
67,0.1323985213,0.0086344477,0.0389113557,0.0215847129,0.0474783331,0.0938323123
68,0.1326239673,0.0086486604,0.0389987335,0.021583682,0.047492526,0.0938998802
69,0.1327595274,0.0087037758,0.0390973171,0.0216087284,0.047520576,0.0939611736
70,0.1329088441,0.008844252,0.0393052034,0.0216804171,0.047630812,0.094028243
71,0.1330960228,0.0089678605,0.0395066684,0.0217377295,0.0477427234,0.0940892123
72,0.133264366,0.009107198,0.0396624869,0.021811305,0.0478451785,0.0941654005
73,0.1334529933,0.0093075335,0.0399976182,0.0219144362,0.0480266972,0.0942571114
74,0.133568541,0.0095476263,0.0403109402,0.0220067968,0.0481541085,0.0943442046
75,0.1336771219,0.009886549,0.0407336648,0.0221091057,0.0482714694,0.0944490464
76,0.1338092653,0.0101519655,0.0410927067,0.0221739653,0.0483698917,0.0945360964
77,0.1338370992,0.0102441739,0.0413748036,0.0221594397,0.048303048,0.0946182976
78,0.1337250251,0.0102295128,0.04153234,0.0221057702,0.0481452254,0.094691392
79,0.1335628855,0.0101702526,0.0415896457,0.0220270698,0.0479413277,0.094754393
80,0.1333512861,0.0101058238,0.0417193996,0.0219479048,0.047740987,0.0948266395
81,0.1331162646,0.0100297919,0.0417266001,0.0218642046,0.0475601191,0.0948926037
82,0.1328346737,0.0099517327,0.0417122639,0.0217787157,0.0473634046,0.0949717622
83,0.1325942574,0.009897052,0.0416712039,0.0217181209,0.0472206304,0.0950284535
84,0.1323611181,0.0098605961,0.0416898877,0.0216644203,0.0470933315,0.0950891357
85,0.1321190412,0.0098290876,0.041678179,0.0216278906,0.0469891641,0.0951493799
86,0.13188611,0.0098111869,0.0416803106,0.021589431,0.0469026153,0.0952062597
87,0.1316144523,0.009803548,0.0417065156,0.0215523929,0.0468010184,0.0952770448
88,0.1314115929,0.0098116233,0.0416981282,0.0215271267,0.0467313671,0.0953335874
89,0.1312070003,0.0098167584,0.041712653,0.0215013652,0.0466633665,0.0953891911
90,0.1310003708,0.009825569,0.0417110112,0.0214806487,0.0466137663,0.0954551593
91,0.1308172174,0.0098337872,0.0417628563,0.0214587619,0.0465450811,0.0955047689
92,0.1305798641,0.0098478898,0.0417950372,0.0214363438,0.0464850172,0.0955674895
93,0.1289761815,0.0098672415,0.0417037732,0.0212632518,0.0460629606,0.0960192259
94,0.1288301669,0.0098717463,0.0416555509,0.0212539633,0.0460315601,0.0960594777
95,0.1286850236,0.0098670078,0.0416827653,0.0212357246,0.0459943892,0.0960869947
96,0.1285482873,0.0098659244,0.0416562385,0.0212211239,0.0459663223,0.0961246294
97,0.1284228742,0.0098688665,0.0415942324,0.0212054394,0.045934252,0.0961575204
98,0.1282796931,0.0098709332,0.041585516,0.0211925073,0.0459065143,0.0961953927
99,0.1281694704,0.009873468,0.0415807111,0.021185088,0.04588052,0.0962259081
100,0.1280509115,0.0098786499,0.0415675294,0.0211789748,0.0458637258,0.0962607369
101,0.1279414311,0.0098768186,0.0415483989,0.0211716213,0.0458487893,0.0962922876
