Time [s],TGS2620,TGS2602,TGS2603,TGS2610,TGS2611,TGS2600
1,0.03563394,0.00419099,0.00671295,0.00726608,0.01738774,0.02451788
2,0.03563319,0.00419923,0.00672447,0.00726906,0.01738973,0.02451883
3,0.03563225,0.00420126,0.00673152,0.00726846,0.01739032,0.02451754
4,0.03563587,0.00420887,0.00673888,0.00726925,0.01739266,0.02451903
5,0.03563985,0.00421483,0.00674941,0.00727184,0.01739465,0.02452364
6,0.03565102,0.00422302,0.00676108,0.00727521,0.01740314,0.02452786
7,0.03565321,0.00422645,0.00677047,0.00727581,0.01740761,0.02453487
8,0.03565639,0.00423122,0.00677757,0.0072774,0.01741029,0.0245373
9,0.0356541,0.00423698,0.00679028,0.00727685,0.01740925,0.02453949
10,0.0356397,0.00424085,0.0067957,0.00727218,0.01739817,0.02452513
11,0.03562023,0.00424016,0.00680444,0.00726687,0.0173864,0.02451277
12,0.03561287,0.00424225,0.0068104,0.00726493,0.01738298,0.02451073
13,0.03561392,0.00424632,0.00682043,0.00726597,0.01738457,0.02450909
14,0.0356169,0.00425148,0.00682888,0.00726856,0.01738541,0.02451207
15,0.03562132,0.00425685,0.00684244,0.00726945,0.01738914,0.02451654
16,0.03562003,0.00425888,0.00684855,0.00726965,0.01738909,0.02451724
17,0.03562922,0.0042637,0.00685898,0.00727184,0.01739544,0.02452806
18,0.03563413,0.00426807,0.00686971,0.00727407,0.01739907,0.02453194
19,0.03563811,0.00427294,0.00687706,0.00727367,0.01740185,0.02453502
20,0.03564377,0.00428109,0.00688997,0.00728068,0.01740766,0.02454426
21,0.03564864,0.00428422,0.00689723,0.00728083,0.01741089,0.02454769
22,0.03565196,0.0042866,0.0069006,0.00728157,0.0174175,0.0245524
23,0.03565778,0.0042938,0.00691232,0.00728376,0.01741775,0.02455975
24,0.0356619,0.00429857,0.00692211,0.00728619,0.01742152,0.02456487
25,0.03560731,0.0042871,0.00691585,0.00726692,0.01738576,0.02452439
26,0.03554517,0.00427671,0.00691565,0.0072472,0.01734955,0.02448267
27,0.0355342,0.00428456,0.00692742,0.00724323,0.01733996,0.0244698
28,0.03553514,0.00428576,0.00693959,0.00724501,0.01734234,0.02447671
