Time [s],TGS2620,TGS2602,TGS2603,TGS2610,TGS2611,TGS2600
1,0.0446409235,0.029285445,0.0299941496,0.0086472505,0.0187930046,0.0341531193
2,0.0446310281,0.0293044658,0.0300078476,0.0086501255,0.0187995048,0.0341488452
3,0.0446297489,0.0293197466,0.0300074349,0.0086457568,0.0187949158,0.0341396459
4,0.0446256258,0.029323198,0.0300082168,0.0086456205,0.0187950955,0.034137786
5,0.0446209702,0.029341005,0.0300114669,0.0086453688,0.0187967314,0.0341250809
6,0.0446079098,0.0293446806,0.0300107076,0.0086469406,0.0187974881,0.0341182184
7,0.0446082148,0.0293677753,0.0300225373,0.0086511605,0.01879515,0.0341073946
8,0.0445984492,0.0293707571,0.0300246806,0.008648828,0.0187975396,0.034099977
9,0.0445974057,0.0293826236,0.0300279045,0.00865504,0.0188019965,0.0340971076
10,0.0445874,0.0293899235,0.030020631,0.008651947,0.0187976197,0.0340878427
11,0.044579585,0.0294100771,0.0300132753,0.0086534558,0.0187957984,0.0340821952
12,0.044574808,0.0294212544,0.0300290097,0.0086529655,0.0187956338,0.0340737642
13,0.0445700729,0.0294305892,0.0300290842,0.0086530225,0.0187987092,0.0340643618
14,0.0445591275,0.029438114,0.0300384082,0.0086556923,0.0187984771,0.0340576928
15,0.0445488706,0.0294522568,0.0300335365,0.0086538307,0.0187973491,0.0340532949
16,0.0445368117,0.0294636872,0.0300239792,0.0086502389,0.0187942993,0.0340343585
17,0.0444402658,0.0294293806,0.0300054808,0.008621924,0.0187427758,0.0339608723
18,0.0443897772,0.0294280797,0.0299990344,0.0086092331,0.018712567,0.0339098039
19,0.0443582214,0.0294344564,0.0300088191,0.0086037515,0.0186964692,0.0338857943
20,0.0443482229,0.0294481079,0.0300287858,0.008603192,0.0186962459,0.0338753104
21,0.0443499331,0.0294528918,0.0300383064,0.0085983871,0.0186872472,0.0338592976
22,0.0443497864,0.0294661847,0.030041687,0.0085975353,0.0186862865,0.0338527092
23,0.0443441593,0.0294765309,0.030055484,0.0086008293,0.0186873616,0.033856847
24,0.0443506429,0.0294835722,0.030080905,0.0086063234,0.018687561,0.0338587609
25,0.0443583809,0.0294893585,0.0300998076,0.0086073654,0.0186952374,0.0338628806
26,0.0443710869,0.0294939844,0.0300955043,0.0086075963,0.0186979859,0.0338601825
27,0.0444190036,0.0294867257,0.0301321904,0.0086175716,0.0187387603,0.0338606341
28,0.0445224675,0.0294856704,0.030159607,0.0086302479,0.0187922463,0.0338607651
29,0.04465391,0.0294789561,0.0301803273,0.0086475927,0.0188405811,0.0338671101
30,0.0448173406,0.0294751827,0.0302040627,0.0086678893,0.0188826953,0.0338795688
31,0.0449749429,0.029470406,0.0302366783,0.0086891371,0.0189405395,0.033886407
32,0.0451818293,0.0294599007,0.0302602398,0.0087142812,0.0190054695,0.0338984168
33,0.0454326916,0.0294547916,0.0303058291,0.00875201,0.0190933299,0.0339041143
34,0.0456980608,0.0294410061,0.0303672617,0.0088050942,0.019189535,0.0339144692
35,0.0460123634,0.0294308989,0.0304444166,0.0088615947,0.0192789324,0.0339258089
36,0.0462529359,0.0294262714,0.0305078117,0.0088893434,0.0193429863,0.0339363215
37,0.0464608939,0.029413729,0.0305468634,0.0089141699,0.0193948452,0.0339465187
38,0.0466486874,0.0294036452,0.0305851918,0.0089333825,0.0194518739,0.0339548171
39,0.0468804451,0.0293907279,0.0306039269,0.0089619399,0.0195329606,0.0339618316
40,0.0471313878,0.0293688956,0.0306680168,0.0090013728,0.0196301588,0.0339684452
41,0.0472506039,0.0293597165,0.0307253637,0.0090235657,0.0196492452,0.0339740734
42,0.047346114,0.0293438628,0.030740703,0.009029272,0.0196581652,0.0339736035
43,0.0474312938,0.0293341667,0.0307706882,0.0090408,0.0196780356,0.0339878779
44,0.0475212951,0.0293217161,0.0308122329,0.0090713082,0.0197198304,0.0339979211
45,0.0476550352,0.029347948,0.0309326658,0.0091144143,0.0197675342,0.0340234812
46,0.0477525569,0.0293890875,0.0310188964,0.0091482622,0.0198148492,0.0340435242
47,0.0478969827,0.0294139643,0.031116224,0.0091868532,0.019887269,0.0340652773
48,0.0480962767,0.0294482384,0.0312272448,0.0092458076,0.0199947012,0.0340944846
49,0.048289946,0.0295106365,0.0313957191,0.0093091049,0.0200933969,0.0341274238
50,0.0484115691,0.0296371722,0.0315556995,0.0093535345,0.020156838,0.0341647385
51,0.0485497879,0.0297700938,0.0317130761,0.0093873953,0.0202247945,0.0342059263
52,0.0486791437,0.0298627644,0.0318100581,0.0094071448,0.0202704244,0.0342533561
53,0.0487780104,0.0299048074,0.0318943644,0.0094259497,0.0202888675,0.0342992386
54,0.0488926129,0.029963076,0.0320291031,0.0094562432,0.0203239612,0.0343614144
55,0.0490243617,0.0300402133,0.0321355536,0.0094718913,0.0203695232,0.0344103491
56,0.0491769371,0.0300735067,0.0321994422,0.0094950317,0.020412093,0.0344723879
57,0.0493022404,0.0300953997,0.0322984007,0.009525367,0.0204304335,0.0345281287
58,0.0494093962,0.0301311951,0.0324142361,0.0095366647,0.0204555274,0.0345878417
59,0.0495041377,0.0301706804,0.0324825135,0.0095486203,0.0204681491,0.0346579906
60,0.0495961283,0.0301830759,0.0325238968,0.0095568535,0.0205021518,0.0347138305
61,0.0497087498,0.0302048013,0.0325861829,0.0095820059,0.0205539691,0.0347771597
62,0.0498031389,0.0302573564,0.0326976204,0.0096181222,0.020625143,0.0347624745
63,0.0499008879,0.0303427236,0.0328182814,0.0096572499,0.0206933743,0.0347704277
64,0.0499729136,0.0304608398,0.0329606564,0.0096908573,0.0207443455,0.0348154898
65,0.0499809012,0.0305406229,0.0330252253,0.0096977399,0.0207500122,0.0348674525
66,0.0499652647,0.0305924748,0.0330740872,0.0096964848,0.020735467,0.0349328424
67,0.0499350439,0.0306220921,0.0330928751,0.0096756728,0.0207198946,0.0350046605
68,0.0498950579,0.030624895,0.0330962115,0.0096565838,0.0206825547,0.0350695772
69,0.0498271051,0.0306145021,0.0330675488,0.0096308758,0.0206446391,0.0351444337
70,0.0497668472,0.0306026661,0.0330507032,0.0096082064,0.0206076488,0.0351997072
71,0.0497030032,0.0305887423,0.033013771,0.0095903997,0.0205733785,0.0352536847
72,0.0496315949,0.0305805609,0.0329837663,0.0095780114,0.0205426115,0.0353094537
73,0.0495522713,0.0305823741,0.0329573864,0.0095586762,0.0205172931,0.0353632567
74,0.0494850881,0.0305922647,0.0329395775,0.0095452236,0.0204933832,0.035416443
75,0.0494293813,0.0306091994,0.0329177718,0.0095422539,0.0204755987,0.035463145
76,0.0493682446,0.0306309537,0.0328993439,0.009531818,0.0204618945,0.0355092997
77,0.0493187933,0.030643102,0.0328809116,0.0095236598,0.0204516698,0.0355592419
78,0.0492736366,0.0306553409,0.0328594309,0.0095143417,0.0204298725,0.0356151815
79,0.0492381215,0.0306736426,0.0328488241,0.0095076834,0.0204223916,0.0356572028
80,0.0492094326,0.0306834997,0.0328190972,0.0094964899,0.0204072348,0.0357007564
81,0.0491787084,0.0306927658,0.0327983072,0.0094929445,0.0203903103,0.0357426989
82,0.0491404213,0.0307002846,0.0327704112,0.0094850241,0.0203863038,0.035785278
83,0.049098898,0.0307027942,0.0327501335,0.009481438,0.0203726985,0.0358301976
84,0.0490750392,0.0307055655,0.0327250305,0.009469085,0.0203565761,0.0358654028
