Time [s],TGS2620,TGS2602,TGS2603,TGS2610,TGS2611,TGS2600
1,0.0361535034,0.0049984648,0.006856883,0.0077719855,0.01827189,0.0245854637
2,0.036068631,0.0049779125,0.0068477539,0.0077410648,0.0182146131,0.0245850777
3,0.0360234698,0.0049709547,0.0068378286,0.0077232094,0.0181796557,0.0245793724
4,0.0359977869,0.0049584832,0.0068418228,0.007719442,0.018165645,0.0245816133
5,0.0359854156,0.0049466839,0.0068436876,0.007713606,0.0181578398,0.0245886278
6,0.0359942627,0.0049484718,0.0068438378,0.0077134875,0.0181618586,0.0245887014
7,0.0360129524,0.0049405985,0.0068477778,0.0077205243,0.0181674563,0.024597994
8,0.0360267502,0.004940153,0.0068532088,0.0077244774,0.0181763413,0.0246052325
9,0.036051388,0.0049439305,0.0068634602,0.0077273536,0.0181859889,0.024603166
10,0.0360810584,0.0049423751,0.0068697125,0.0077320182,0.0181981706,0.0245895245
11,0.0361078788,0.0049509943,0.006875531,0.0077370339,0.0182069173,0.0245775638
12,0.0361270814,0.0049495717,0.0068844872,0.0077433196,0.0182159838,0.0245770373
13,0.0361520773,0.004955671,0.0068924453,0.0077478721,0.0182313901,0.0245782137
14,0.0361768694,0.004950764,0.0068937988,0.0077519965,0.018236127,0.0245748276
15,0.0362001861,0.0049597418,0.0069057726,0.0077627477,0.0182481586,0.0245849061
16,0.0362183697,0.0049657184,0.0069104296,0.0077644253,0.018256937,0.024583363
17,0.0362323127,0.0049679101,0.0069231669,0.0077703919,0.0182654534,0.0245896414
18,0.0362206499,0.0049679937,0.006924155,0.0077613586,0.0182495768,0.024598382
19,0.0362090007,0.0049662975,0.0069209619,0.0077499397,0.0182401877,0.0245968436
20,0.0361795273,0.0049520466,0.0069238089,0.0077420926,0.018218504,0.0246046692
21,0.0361686931,0.0049570685,0.0069292027,0.0077390895,0.0182065949,0.0246171569
22,0.0361723768,0.0049580927,0.0069375259,0.0077376413,0.0182077958,0.0246141567
23,0.036179493,0.0049522395,0.0069477811,0.0077379224,0.0182117285,0.0246257286
24,0.0362039529,0.0049592813,0.0069493071,0.0077402209,0.0182173528,0.0246278062
25,0.0362270556,0.0049678702,0.0069596984,0.0077511402,0.0182313493,0.0245859904
26,0.0362485177,0.004970997,0.0069704278,0.0077562974,0.018243218,0.024543235
27,0.0362807167,0.0049862446,0.006986942,0.0077690927,0.0182639442,0.0245353072
28,0.0363551836,0.0050134027,0.007012909,0.0077809532,0.018316923,0.0245375658
29,0.0365100056,0.0050742647,0.0070761843,0.0078093065,0.0183974881,0.0245492512
30,0.036661164,0.005121291,0.0071289855,0.0078351262,0.0184603484,0.0245626805
31,0.0368387031,0.0051869239,0.0072072494,0.007855255,0.0185166695,0.0245835541
32,0.0370321423,0.0052571798,0.0073024059,0.0078823442,0.0185687289,0.0245856411
33,0.0372526397,0.0053362294,0.007402712,0.00789991,0.0186241293,0.024616198
34,0.037521469,0.0054272561,0.0075440535,0.0079345814,0.0186899521,0.0246357358
