Dataset,Fold,SeedsPerLabel,ScaleFactor,Model,Method,Accuracy,F1_Score,Hyperparameters,ExecutionTime_Sec
Chinese_wine,1,5,1,KNN,Baseline,0.7591111111111111,0.7540342715859771,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",0.04777050018310547
Chinese_wine,1,5,1,KNN,Tuned_Baseline,0.7598888888888888,0.7553966803399568,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': np.int64(8), 'p': 2, 'weights': 'distance'}",0.050397396087646484
Chinese_wine,1,5,2,KNN,Jittering,0.7697777777777778,0.7655131879606407,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': np.int64(8), 'p': 2, 'weights': 'distance'}",0.0859830379486084
Chinese_wine,1,5,3,KNN,Jittering,0.7688888888888888,0.7650543072523156,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': np.int64(8), 'p': 2, 'weights': 'distance'}",0.09351086616516113
Chinese_wine,1,5,5,KNN,Jittering,0.7711111111111111,0.7669920487072857,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': np.int64(8), 'p': 2, 'weights': 'distance'}",0.1160421371459961
Chinese_wine,1,5,10,KNN,Jittering,0.7684444444444445,0.7645718391077252,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': np.int64(8), 'p': 2, 'weights': 'distance'}",0.1774158477783203
Chinese_wine,1,5,2,KNN,Scaling,0.7538888888888889,0.7488786157635838,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': np.int64(8), 'p': 2, 'weights': 'distance'}",0.08773183822631836
Chinese_wine,1,5,3,KNN,Scaling,0.7644444444444445,0.7608064258157107,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': np.int64(8), 'p': 2, 'weights': 'distance'}",0.0926518440246582
Chinese_wine,1,5,5,KNN,Scaling,0.7526666666666667,0.7485045091353366,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': np.int64(8), 'p': 2, 'weights': 'distance'}",0.1243898868560791
Chinese_wine,1,5,10,KNN,Scaling,0.7407777777777778,0.7366004651363721,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': np.int64(8), 'p': 2, 'weights': 'distance'}",0.19205212593078613
