Time [s],TGS2620,TGS2602,TGS2603,TGS2610,TGS2611,TGS2600
1,0.09858011,0.00885399,0.01972374,0.01973011,0.04377659,0.0768741
2,0.09857639,0.00888146,0.01973803,0.01973675,0.0437953,0.07686414
3,0.09855787,0.00890088,0.01974447,0.0197446,0.04380698,0.07683405
4,0.09855223,0.00892564,0.01975877,0.01975365,0.04381996,0.07679681
5,0.09853835,0.00894446,0.01977547,0.01975627,0.0438269,0.07675848
6,0.09851138,0.00896951,0.01978352,0.01976755,0.04384441,0.07672476
7,0.09849467,0.00898662,0.01979842,0.0197764,0.04385447,0.07669337
8,0.09848059,0.00901218,0.01982176,0.01978395,0.04387128,0.07666479
9,0.09847515,0.00903593,0.01984229,0.01979019,0.04388145,0.07663289
10,0.0984668,0.00905485,0.01985547,0.01979954,0.04389312,0.07661517
11,0.09847153,0.00907729,0.0198763,0.01980176,0.04390218,0.07658931
12,0.09847545,0.0090951,0.01988978,0.0198086,0.04391194,0.07655208
13,0.09846569,0.00912409,0.019908,0.01981223,0.04391818,0.07650861
14,0.09844798,0.00914179,0.01992682,0.0198251,0.04392793,0.07648617
15,0.09842493,0.00916172,0.01993557,0.01982611,0.04393881,0.07645849
16,0.09851097,0.00920187,0.0199711,0.01986636,0.04400845,0.07650981
17,0.09857055,0.00923408,0.01999585,0.01989122,0.04405796,0.07654765
18,0.09860517,0.00926738,0.02002443,0.01991557,0.04410264,0.07657099
19,0.0985947,0.00929194,0.02004053,0.01993157,0.04412437,0.07656979
20,0.09857417,0.00931468,0.02005764,0.01993711,0.04414148,0.07655661
21,0.09854911,0.00934286,0.0200835,0.01994687,0.04414923,0.07652632
22,0.09850976,0.00940485,0.02010564,0.01994687,0.04415174,0.07648908
23,0.09847636,0.00973824,0.02020557,0.01999739,0.04417912,0.07648364
24,0.0985787,0.01021615,0.02039718,0.02011865,0.0443671,0.07648002
25,0.09897147,0.01049752,0.02059089,0.02025008,0.04465159,0.0764758
26,0.09950643,0.01060922,0.02077898,0.02034719,0.04489481,0.07646604
27,0.1001861,0.01085265,0.02101777,0.02047539,0.04518172,0.07645115
28,0.10092475,0.01106196,0.02124913,0.02061467,0.0454819,0.07644984
29,0.10179079,0.01113311,0.02145442,0.02072315,0.04577072,0.07643062
30,0.10270947,0.01112305,0.02166142,0.02080567,0.04601908,0.07641763
31,0.10357661,0.01104305,0.02182796,0.02084935,0.04619589,0.07638795
32,0.1045123,0.01092591,0.02199663,0.02088829,0.04636324,0.07635041
33,0.10519086,0.01082055,0.02211638,0.02091375,0.04648843,0.07630915
34,0.10575904,0.01074688,0.02222607,0.02093317,0.04657135,0.07627564
35,0.10627618,0.01069173,0.02233375,0.02096487,0.0466736,0.07622402
36,0.10678317,0.01066577,0.0224382,0.02100331,0.04679979,0.07619342
37,0.10736412,0.01065089,0.02255554,0.02104638,0.04694057,0.07615156
38,0.10788932,0.01066869,0.02266241,0.02110183,0.04708237,0.07612983
39,0.10842438,0.01073421,0.02279404,0.02115365,0.0472302,0.07610628
40,0.10886807,0.01090789,0.02296411,0.0211931,0.04732529,0.07608464
41,0.1092694,0.01109417,0.02317745,0.02125429,0.04744585,0.0760626
42,0.10975042,0.01131948,0.02349022,0.02134103,0.04761823,0.07604288
43,0.11015054,0.0115458,0.0238056,0.02141359,0.04775047,0.07603483
44,0.11058154,0.01181429,0.02417472,0.02153022,0.04787333,0.07603302
45,0.11099534,0.01208208,0.02457866,0.02164514,0.04799057,0.07604348
46,0.11152417,0.01238417,0.02507669,0.02177879,0.04814927,0.0760626
47,0.11198728,0.01260537,0.02547952,0.02188254,0.04827526,0.07607961
48,0.11247454,0.01283702,0.02589473,0.02197381,0.04839783,0.07609199
49,0.11301715,0.01310209,0.02629887,0.02204224,0.04852181,0.07611433
50,0.1135178,0.01347423,0.02668108,0.02207304,0.04863492,0.07614251
51,0.1139628,0.01398121,0.02710987,0.02205734,0.0487102,0.07618869
52,0.11421287,0.0142809,0.02742193,0.02204848,0.04875337,0.07622915
53,0.11439924,0.01443255,0.02769786,0.02206579,0.04877843,0.07627594
54,0.1144249,0.01455099,0.02793566,0.02206559,0.04871432,0.07632585
55,0.11454668,0.01482915,0.02816983,0.02202875,0.04854415,0.07638252
56,0.11467434,0.01520138,0.02844758,0.02197492,0.04829297,0.07646282
57,0.11470643,0.0156012,0.02868618,0.02192853,0.04808759,0.07655289
58,0.11482604,0.01612207,0.02893806,0.02188888,0.04790091,0.07663953
59,0.11495581,0.01648354,0.02921339,0.02187358,0.04776324,0.07674086
60,0.11510047,0.01673351,0.02951036,0.02187237,0.04766674,0.07683184
61,0.11502803,0.01704749,0.02989538,0.02188545,0.04759992,0.07694495
62,0.11508785,0.01715587,0.03021066,0.0219391,0.04768174,0.07703159
63,0.11517196,0.01716986,0.03052252,0.02201588,0.04782675,0.07711723
64,0.11524059,0.01714288,0.03082432,0.02209729,0.04797699,0.07720951
65,0.11539435,0.01713735,0.03119706,0.0221787,0.04813035,0.0773187
66,0.1154293,0.01715416,0.03151868,0.02223646,0.04823511,0.07741389
67,0.1155896,0.0171931,0.0318393,0.02228739,0.04833705,0.07750225
68,0.11568685,0.01721756,0.03212308,0.0223382,0.04844946,0.0775903
69,0.11576698,0.01723144,0.03238151,0.0223862,0.04852936,0.07768309
70,0.11586586,0.01725177,0.03266388,0.02244417,0.04863714,0.07779258
71,0.11593236,0.01725499,0.03286575,0.02249952,0.04877158,0.07788737
72,0.1159199,0.01724915,0.03300673,0.02253997,0.04887403,0.07797543
73,0.11603216,0.01731044,0.03316563,0.02255406,0.04889496,0.07806781
74,0.11619222,0.0174464,0.03331738,0.02255366,0.04892334,0.078163
