Time [s],TGS2620,TGS2602,TGS2603,TGS2610,TGS2611,TGS2600
1,0.0885111831,0.0039400516,0.0146803424,0.0157812066,0.0362530333,0.0659884802
2,0.0885001703,0.003950363,0.0146820185,0.0157693381,0.0362567858,0.0659740797
3,0.0884836766,0.0039640416,0.0146701428,0.0157602355,0.0362718615,0.0659656808
4,0.088486187,0.0039669706,0.0146784141,0.0157749765,0.0362831455,0.0659553392
5,0.0884602841,0.0039818458,0.0146732542,0.0158056492,0.0362946988,0.0659269088
6,0.0884192856,0.0039798423,0.0146717033,0.0158191385,0.0362952691,0.0659039719
7,0.0883842652,0.0039834812,0.0146703521,0.0158425062,0.0362993524,0.0658663983
8,0.0883700839,0.0040112095,0.0146627227,0.0158717137,0.0363028164,0.0658407222
9,0.0883656804,0.0040190119,0.0146771771,0.0159358633,0.0363209774,0.0658336023
10,0.088386501,0.004043752,0.0146881621,0.0159658076,0.0363565726,0.0658525719
11,0.0883913286,0.0040442028,0.0146844945,0.0159739608,0.0363801519,0.0658498779
12,0.0884052377,0.0040627698,0.014715313,0.0159855007,0.0364052357,0.0658549119
13,0.0884094232,0.0040867903,0.0147128528,0.0161135114,0.0364260142,0.0658541254
14,0.0883986887,0.0040938187,0.0147197954,0.0162585961,0.0364506173,0.065856322
15,0.0883997472,0.0041066562,0.0147331612,0.0163485143,0.0364653403,0.0658506188
16,0.0883964169,0.0041337287,0.0147464389,0.0164060335,0.0364793146,0.0658475335
17,0.0883625899,0.0041412651,0.0147543972,0.0164616983,0.036481603,0.0658064299
18,0.0883207569,0.004157517,0.0147676593,0.0165615058,0.0364882198,0.0657852869
19,0.0882935434,0.0041655931,0.014762632,0.0166138574,0.0364921347,0.065756094
20,0.0882636818,0.0041880652,0.0147794007,0.0166375909,0.0364905106,0.0657333838
21,0.0882356127,0.0041979148,0.0148062777,0.0166598485,0.0365070152,0.0657139483
22,0.0882235342,0.0042098328,0.0148060144,0.0166682821,0.0365221053,0.0657061903
23,0.0882196067,0.0042307902,0.0148241538,0.016656349,0.0365420948,0.065707487
24,0.0882283826,0.0042526532,0.0148420981,0.0166527693,0.036558149,0.065703296
25,0.0882094404,0.0042722951,0.0148589538,0.0166513828,0.0365746048,0.0656921277
26,0.08820666,0.0042923171,0.0148754037,0.0166350114,0.0365959523,0.065688575
27,0.0882104153,0.0043065189,0.0148974112,0.0166368386,0.0366352282,0.0656852953
28,0.08828058,0.0043302454,0.0149230086,0.0166394674,0.0367033664,0.0656744767
29,0.0884485749,0.0043483941,0.0149530813,0.0166539915,0.0367992152,0.0656490846
30,0.0887341154,0.0043655606,0.0149856623,0.0166810309,0.0369387683,0.065619547
31,0.0892428891,0.0043895073,0.015054633,0.0167143725,0.0371018603,0.0655755712
32,0.089792861,0.0044139196,0.0151287226,0.0167565217,0.0372613621,0.0655555726
33,0.0904961265,0.0044286051,0.0152171136,0.0168165742,0.0374407445,0.0655241541
34,0.0913297106,0.0044473487,0.0153107444,0.016882029,0.0376334838,0.0654921903
35,0.0922459467,0.0044760585,0.0154150268,0.0169417988,0.0378071394,0.0654478622
36,0.0934142086,0.0045073645,0.0155705487,0.0170217166,0.0379984389,0.0653990666
37,0.0944858541,0.0045434483,0.0157138992,0.0171065674,0.0381731525,0.0653489606
38,0.0956345567,0.0045996978,0.0159010891,0.0172221064,0.0383752616,0.0653107679
39,0.0967296469,0.0046449162,0.0161106825,0.0173131362,0.0385492498,0.0652926058
40,0.0977628028,0.0047080194,0.0163352927,0.0173978489,0.0386972552,0.0652723034
41,0.0989774546,0.0047950273,0.0166181446,0.0175035477,0.0388887011,0.0652674379
42,0.0999042182,0.0048945494,0.0168894472,0.0175891777,0.0390286997,0.0652627647
43,0.1007500843,0.0049898167,0.0171480195,0.0176708824,0.0391687802,0.0652727609
44,0.1015423939,0.0051177445,0.0174518033,0.017762735,0.0393102594,0.065279615
45,0.1024600464,0.0053246204,0.0178431284,0.0179067911,0.0395191945,0.0653040845
46,0.1031464201,0.0054815485,0.018196163,0.0180068087,0.0396696257,0.0653274927
47,0.1037136793,0.0056271447,0.0185262409,0.0180817562,0.0397966083,0.065366026
48,0.1042638494,0.0057747042,0.0188881451,0.0181665829,0.0399105654,0.0654032354
49,0.1047402033,0.0059447197,0.01926885,0.0182457304,0.0400254901,0.0654399923
50,0.1052248217,0.0061409576,0.019721536,0.0183234765,0.0401431179,0.0654972728
51,0.1055930405,0.0063135079,0.0201132353,0.0183986135,0.040246225,0.065543168
52,0.1059726284,0.0065127397,0.0205049424,0.0184611921,0.0403422612,0.0656070375
53,0.1063185597,0.0067154,0.0209227027,0.0185596307,0.0404274297,0.0656647931
54,0.1066292886,0.0069907956,0.0213631933,0.0187112108,0.0405388747,0.0657408119
55,0.1069869658,0.0073075001,0.0219072221,0.0188721034,0.0406461808,0.0658387627
56,0.1073308486,0.0075579369,0.0223597325,0.0190022649,0.0407571021,0.0659304183
57,0.1077186048,0.0078414074,0.0228317476,0.019103969,0.0408646483,0.066018986
58,0.1080339943,0.0080826799,0.0232868199,0.0191587674,0.0409558627,0.0661292244
59,0.108372215,0.0083176329,0.0237491154,0.0192108195,0.0410389545,0.0662422948
60,0.1087933788,0.0086143941,0.0243096808,0.0193289618,0.0411487721,0.0663710481
61,0.1091769198,0.0089012491,0.0247883589,0.0194912343,0.0412443758,0.0664859823
