Time [s],TGS2620,TGS2602,TGS2603,TGS2610,TGS2611,TGS2600
1,0.0887837969,0.0033570474,0.0134505964,0.0156938723,0.036403141,0.0678007765
2,0.0887587477,0.0033625942,0.0134250588,0.0156568067,0.0364102954,0.0677758374
3,0.0887209839,0.0033637137,0.0133886307,0.0156304316,0.0364299153,0.0677371512
4,0.0886893626,0.0033715066,0.0133617362,0.0155966016,0.0364355929,0.0677042843
5,0.0886437368,0.003377537,0.0133327198,0.015568217,0.0364416878,0.0676564447
6,0.0886057927,0.0033860979,0.0132989543,0.01554534,0.0364428471,0.067613527
7,0.0885514684,0.0033938291,0.0132828206,0.0155273654,0.0364415289,0.0675667892
8,0.088509218,0.003403349,0.013262142,0.0154647379,0.0364594224,0.0675218572
9,0.0884729276,0.0034071621,0.0132356951,0.0154271235,0.036459279,0.0674814968
10,0.088436033,0.0034280933,0.0132243434,0.0154164014,0.0364761095,0.0674525372
11,0.0884100357,0.00344177,0.0132085735,0.0153906815,0.0364852561,0.0674179757
12,0.0883814367,0.0034581712,0.0132017205,0.0153897694,0.0364920705,0.0673860388
13,0.0883448936,0.003472259,0.0131982073,0.0154010852,0.0365143392,0.0673592899
14,0.0883084519,0.0034868415,0.0131738618,0.0154046378,0.0365234058,0.0673326407
15,0.0882600766,0.003501698,0.0131656605,0.0154167881,0.0365323041,0.0672858857
16,0.0882310535,0.0035238344,0.0131597241,0.015425665,0.0365460419,0.0672635519
17,0.0881946662,0.0035368235,0.0131539216,0.0154339126,0.036547669,0.0672245719
18,0.088141448,0.0035543217,0.0131546024,0.0154418891,0.0365526433,0.0671847723
19,0.0880829737,0.0035672801,0.013139388,0.015452706,0.0365524626,0.0671451927
20,0.0880154861,0.0035861437,0.0131366079,0.0154587244,0.0365498958,0.067083893
21,0.0879629423,0.0035956449,0.0131340405,0.0154697561,0.036545444,0.067036694
22,0.0879094035,0.0036179818,0.0131384716,0.0154811466,0.0365435771,0.0669964897
23,0.0878439028,0.0036313142,0.0131282099,0.015489085,0.0365400689,0.0669490901
24,0.0877745129,0.0036469049,0.0131295776,0.0154960251,0.036537652,0.0668866354
