Time [s],TGS2620,TGS2602,TGS2603,TGS2610,TGS2611,TGS2600
1,0.0983203226,0.0016852325,0.0151069739,0.0163452242,0.0360259679,0.0756836222
2,0.0983414508,0.0016822371,0.0151069081,0.016347051,0.0360444451,0.0757056225
3,0.0983684668,0.0016840797,0.015107893,0.0163526436,0.0360694598,0.0757485985
4,0.0983882791,0.0016890033,0.0151006477,0.0163650846,0.0360939299,0.0757886853
5,0.098401371,0.0016904539,0.0150826239,0.016371776,0.0361167196,0.0758579168
6,0.0984078263,0.00169449,0.0150655487,0.0163770697,0.0361417668,0.0759062759
7,0.0984255761,0.0016996163,0.0150444974,0.0163747086,0.0361610519,0.0758780667
8,0.0984269346,0.0017047312,0.0150459969,0.0163820562,0.0361708191,0.075830308
9,0.098433178,0.0017147173,0.0150372044,0.0163951385,0.0361982061,0.0758089628
10,0.0984334276,0.0017216281,0.0150324958,0.0163942375,0.0362210682,0.0757781769
11,0.0984276618,0.0017286631,0.0150349579,0.0163985013,0.0362331533,0.0757280441
12,0.0984321953,0.0017379045,0.0150336126,0.0163962583,0.0362478261,0.0757282832
13,0.0984267073,0.0017490103,0.0150302571,0.0164055143,0.0362632487,0.0757462339
14,0.0984222163,0.0017575069,0.0150411235,0.0164093049,0.0362846685,0.0757168681
15,0.0984209544,0.0017595353,0.0150426948,0.0164176343,0.0363050711,0.0756566586
16,0.0984148272,0.0017725839,0.0150472356,0.0164180664,0.0363191505,0.0755319954
17,0.0984108154,0.0017859329,0.0150526574,0.0164223341,0.0363290924,0.075321734
18,0.0983970868,0.0017894118,0.0150677179,0.0164247028,0.0363476884,0.075190193
19,0.098385208,0.0018035031,0.0150667772,0.0164335848,0.0363696344,0.0750796818
20,0.0983750818,0.0018154297,0.0150728836,0.0164371647,0.0363871274,0.0750060709
21,0.0983640644,0.0018209327,0.0150781068,0.0164322983,0.0363933562,0.0750266682
22,0.098362195,0.0018313406,0.0150974281,0.0164419154,0.0364090136,0.0751041583
23,0.0983553859,0.001845852,0.0151170854,0.0164576156,0.0364331628,0.0751867369
24,0.0983409543,0.0018513841,0.0151173325,0.0164539862,0.03645156,0.0752970634
25,0.0983334708,0.0018692695,0.0151259729,0.0164590113,0.0364693927,0.0753156017
26,0.0983286839,0.0018778778,0.0151366786,0.0164630385,0.0364840112,0.0752635267
27,0.0983989547,0.0018993971,0.0151568886,0.0164829757,0.0365728216,0.0751821788
28,0.0985993387,0.0019179585,0.0151922715,0.0165204018,0.0367082134,0.0751340317
29,0.0989523316,0.0019392878,0.0152406308,0.016570574,0.0368856944,0.0751713168
30,0.0992815529,0.0019536544,0.0152676694,0.0166053206,0.0370201948,0.0752200089
31,0.0996037833,0.0019690675,0.0153079905,0.016632521,0.0371370089,0.0752702967
32,0.0999094697,0.001977808,0.0153319831,0.0166607999,0.0372361941,0.0752758018
33,0.1002945767,0.0019928201,0.0153703575,0.0166919191,0.0373458137,0.0752861036
34,0.1006468142,0.0019993146,0.0154151343,0.0167059067,0.0374186711,0.075317802
35,0.1010468128,0.0020135451,0.0154409721,0.0167363489,0.0375004105,0.0753285178
36,0.101516103,0.0020243162,0.0154773206,0.0167643991,0.0375985866,0.0753492954
37,0.1020744608,0.0020362488,0.0155042893,0.0167876458,0.0377111732,0.0753564302
38,0.1028622951,0.0020620899,0.0155704672,0.0168256593,0.0378806639,0.0753813635
39,0.1035835076,0.0020851521,0.0156136025,0.0168514087,0.0380122218,0.0753050361
40,0.1043334783,0.0021164759,0.0156702266,0.0168855226,0.0381306046,0.0751663037
41,0.1050896558,0.0021554185,0.0157385332,0.0169225365,0.0382381062,0.0750694002
42,0.1058278209,0.0022034444,0.0158089738,0.0169511103,0.038335941,0.0749558845
43,0.1066562454,0.0022756046,0.0159428566,0.0170088112,0.0384826848,0.0748602568
44,0.1072836198,0.0023486317,0.0160647494,0.0170540048,0.0385847869,0.0748596084
45,0.1078847631,0.0024304614,0.0161977514,0.0171127954,0.038707074,0.0748896312
46,0.1084419443,0.002513728,0.0163623614,0.0171757492,0.0388278017,0.0748586919
47,0.1089583962,0.0026191989,0.0165366534,0.0172335993,0.038926603,0.0747596786
48,0.1095227069,0.0027717748,0.0168000014,0.0173140456,0.0390537916,0.0746495148
49,0.1099276699,0.0029229217,0.0170419925,0.0173833898,0.0391605131,0.0746081963
50,0.1102422381,0.0031005837,0.0173269364,0.0174549234,0.0392552252,0.0745716415
51,0.1104997462,0.0032998717,0.0176244063,0.0175180347,0.0393363943,0.0746208654
52,0.1107444281,0.0035274935,0.0179533523,0.0175745466,0.0394192034,0.0746762767
53,0.1110717885,0.0038169514,0.0183800505,0.0176661024,0.039548694,0.0746764345
54,0.1113698039,0.0040695257,0.0187644505,0.0177431398,0.0396625017,0.074692208
55,0.1116606295,0.0043274517,0.0191622795,0.0178224493,0.0397729779,0.0747657985
56,0.1119281508,0.0045813579,0.0195655749,0.0178721794,0.039856454,0.0749152258
57,0.1121733372,0.0048854313,0.0200372582,0.0179269105,0.0399095841,0.0751068486
58,0.1123255178,0.0051142484,0.0204319505,0.0179632369,0.0399359639,0.075299866
59,0.1124692078,0.0053408112,0.020812196,0.0179982863,0.0399653328,0.0754685571
60,0.1126414571,0.0055577624,0.0212192917,0.0180505121,0.0400324442,0.0756432707
61,0.1127804707,0.0057796757,0.0216344675,0.0180983634,0.0400865559,0.0758317179
62,0.1128938837,0.0060614792,0.0221119628,0.0181549764,0.0400960162,0.0760547826
63,0.112931166,0.0062957133,0.0225254931,0.0181840086,0.0400773626,0.0762258608
64,0.1129430355,0.0065041397,0.0229122076,0.0182032627,0.0400329258,0.0763468151
65,0.1129283644,0.0066788034,0.0232806169,0.0182245118,0.0399912727,0.076464358
66,0.1128964381,0.006827895,0.0236553012,0.0182442454,0.039960522,0.076544361
67,0.1128410373,0.0070131323,0.0240999032,0.0182675627,0.0399227564,0.0765950716
68,0.1127791675,0.0071670306,0.0244393359,0.0182859445,0.0399002704,0.0766643316
69,0.1127079045,0.0073325984,0.0247933234,0.0183013432,0.039878273,0.0767171832
70,0.1126152207,0.0075025843,0.0251280388,0.0183183342,0.0398542578,0.0766872842
71,0.1124848979,0.0076632432,0.0254399869,0.018329561,0.039835862,0.0767130386
72,0.1122848765,0.0078167083,0.0257786242,0.0183356927,0.0398005028,0.0768588403
73,0.1120937642,0.0079179981,0.0260505739,0.0183478701,0.0397825988,0.0770101426
74,0.1118980274,0.0079930956,0.0262966962,0.0183385007,0.0397510029,0.0771052108
75,0.11170458,0.0080633963,0.026541122,0.0183449884,0.0397324786,0.077223643
76,0.1114796632,0.0081216802,0.0268365321,0.0183518924,0.0397179785,0.0774026253
77,0.1112863014,0.0081705372,0.0270454094,0.018362932,0.0397065862,0.0775598757
78,0.1110756495,0.0082134487,0.0272313418,0.0183674776,0.0396934712,0.0776970227
79,0.1108826658,0.0082578744,0.0274487831,0.0183675344,0.0396807049,0.0777791309
80,0.1106903554,0.0083128829,0.0276459429,0.0183719201,0.0396647662,0.077759471
81,0.1104571957,0.0083694283,0.027845288,0.0183756618,0.039648197,0.0778588312
82,0.1102775414,0.0084303604,0.0280274536,0.0183848016,0.0396341587,0.0779593796
83,0.1100981137,0.0084840072,0.0282082883,0.0183915241,0.0396325343,0.0781005827
84,0.109931594,0.0085379162,0.0283549145,0.0183912531,0.0396176502,0.0782619927
