Measurement_Number,Time [s],TGS2620,TGS2602,TGS2603,TGS2610,TGS2611,TGS2600,Label
18,58,0.04992784,0.01785667,0.02688235,0.00919939,0.02013699,0.03551628,CO
18,59,0.0500101,0.01788915,0.02690048,0.00918687,0.02020315,0.03549959,CO
18,60,0.05009146,0.01792094,0.02689999,0.00917585,0.02025978,0.03551544,CO
18,61,0.05016666,0.01795134,0.02690316,0.00916219,0.02031407,0.03554147,CO
18,62,0.05024275,0.01798303,0.02692179,0.00915205,0.02035862,0.03557991,CO
18,63,0.05030842,0.01801869,0.02693336,0.00914426,0.02039667,0.03562064,CO
18,64,0.05033524,0.01805898,0.02691946,0.0091376,0.02040934,0.03566803,CO
18,65,0.05031652,0.01810586,0.02692611,0.00913367,0.02039955,0.03572733,CO
18,66,0.05026501,0.01814744,0.02694409,0.00912851,0.0203775,0.03577929,CO
18,67,0.05018871,0.01819507,0.0269497,0.00912707,0.02034546,0.03583194,CO
18,68,0.05007248,0.01823992,0.02697807,0.00912613,0.0203024,0.03588389,CO
18,69,0.04997478,0.0182887,0.02699794,0.00912682,0.02026648,0.03594012,CO
18,70,0.04987748,0.01834602,0.02704294,0.00912548,0.0202335,0.0360044,CO
18,71,0.04978618,0.01839639,0.02706027,0.00912533,0.02020673,0.03605814,CO
18,72,0.04970393,0.01844864,0.02710358,0.00912608,0.0201887,0.03611467,CO
18,73,0.04961293,0.01850114,0.0271309,0.00912707,0.02016367,0.03616692,CO
18,74,0.0495503,0.01855101,0.0271541,0.00912712,0.02014682,0.03621878,CO
18,75,0.04949049,0.01860709,0.02719284,0.00912836,0.02013272,0.03627922,CO
18,76,0.04943611,0.01864807,0.02722344,0.00912866,0.02011866,0.03633461,CO
18,77,0.04938643,0.01868552,0.02725066,0.00912727,0.0201061,0.03637986,CO
18,78,0.04932971,0.01871925,0.02725423,0.00912598,0.02009189,0.03642898,CO
18,79,0.04928411,0.01874448,0.0272742,0.00912543,0.02008121,0.03647393,CO
18,80,0.04924348,0.01877031,0.02730013,0.0091231,0.02007108,0.03652559,CO
18,81,0.04920096,0.01878799,0.02732159,0.00911987,0.02006075,0.0365614,CO
18,82,0.04915527,0.01879703,0.02731001,0.00911674,0.02005161,0.03659299,CO
18,83,0.04911896,0.01880885,0.02732685,0.00911669,0.02004451,0.03662692,CO
18,84,0.04908295,0.01881064,0.02734762,0.00911535,0.02003631,0.03665886,CO
18,85,0.04904609,0.01881163,0.02734583,0.00911326,0.02003035,0.03668697,CO
18,86,0.04900492,0.01880984,0.02733073,0.00910948,0.02002339,0.0367131,CO
18,87,0.04895669,0.01881273,0.02735124,0.009107,0.0200148,0.03673306,CO
18,88,0.04891725,0.01881059,0.02734339,0.00910501,0.02001197,0.03675348,CO
18,89,0.04887582,0.01880915,0.0273495,0.00910164,0.02000358,0.03678353,CO
18,90,0.04883489,0.01880587,0.02735109,0.00910188,0.01999717,0.03681065,CO
18,91,0.04879754,0.0188016,0.02734161,0.00909896,0.01999513,0.03684045,CO
18,92,0.0487514,0.01879991,0.02733808,0.00909458,0.01998684,0.03687234,CO
18,93,0.0487205,0.01879991,0.02734364,0.00909349,0.01998391,0.03689976,CO
18,94,0.04869408,0.01879569,0.02732834,0.00909389,0.01997889,0.03692246,CO
18,95,0.0486686,0.0187935,0.02732934,0.00909026,0.01997487,0.03694312,CO
18,96,0.0486523,0.01878938,0.02733505,0.00908853,0.01997313,0.03696224,CO
18,97,0.04862131,0.01879077,0.02732929,0.00908554,0.01996379,0.03697799,CO
18,98,0.04860065,0.0187856,0.02734464,0.00908197,0.01995743,0.03698917,CO
18,99,0.04856498,0.01878044,0.02730828,0.00906573,0.01995147,0.03700228,CO
18,100,0.04850836,0.01877145,0.02726601,0.00904819,0.01993955,0.03700819,CO
18,101,0.04839884,0.01877041,0.02722145,0.00903573,0.01990329,0.03698489,CO
18,102,0.04822355,0.01876713,0.02718713,0.0090167,0.01983033,0.03697059,CO
18,103,0.04802884,0.01876748,0.02713503,0.00897637,0.01975021,0.03698142,CO
18,104,0.04781829,0.0187632,0.02701482,0.00892377,0.01966919,0.03699458,CO
18,105,0.04757148,0.01872779,0.02694687,0.00889809,0.01958163,0.03699155,CO
18,106,0.04731925,0.0186651,0.02689074,0.00887971,0.01950056,0.03697844,CO
18,107,0.04715667,0.0185911,0.02683432,0.00886203,0.01945338,0.03696185,CO
18,108,0.04702927,0.01849334,0.02675425,0.00884116,0.01942079,0.03694218,CO
18,109,0.04690485,0.0184092,0.02663618,0.00881732,0.01938582,0.03692509,CO
18,110,0.04674754,0.01834006,0.02652865,0.00878956,0.01932379,0.0369078,CO
18,111,0.04655601,0.01829476,0.02641247,0.00876606,0.01925738,0.03689111,CO
18,112,0.04641057,0.01826903,0.02630593,0.00875037,0.01921247,0.03687209,CO
18,113,0.04626434,0.01825165,0.02622968,0.00873701,0.01916206,0.03685446,CO
18,114,0.04610778,0.01823744,0.02614102,0.0087231,0.01910946,0.03682237,CO
18,115,0.04597084,0.0182279,0.02608002,0.00870373,0.01906207,0.03679267,CO
18,116,0.0458494,0.0182137,0.02601744,0.00868132,0.01902646,0.03675462,CO
18,117,0.04575254,0.01820337,0.02597378,0.00866315,0.01900177,0.03671881,CO
18,118,0.0456676,0.01818936,0.02590151,0.00864288,0.01896576,0.03667694,CO
18,119,0.04559761,0.0181828,0.02584488,0.00862897,0.01894401,0.03664614,CO
18,120,0.0455472,0.01817366,0.0258122,0.00861795,0.0189231,0.03661594,CO
18,121,0.04551909,0.01816602,0.02573894,0.0086027,0.01891197,0.03658053,CO
18,122,0.04549435,0.01815618,0.02566994,0.00858442,0.01889702,0.03654004,CO
18,123,0.04546852,0.01814039,0.02560646,0.00856857,0.01887928,0.03650319,CO
18,124,0.04543892,0.01812767,0.02556057,0.00855447,0.01886647,0.03647766,CO
18,125,0.04540077,0.01812201,0.02552898,0.00854508,0.01884705,0.03645322,CO
18,126,0.04536113,0.01811565,0.02548711,0.00853838,0.01882554,0.03642699,CO
18,127,0.04532418,0.01811282,0.02543132,0.00852953,0.01880393,0.03640424,CO
18,128,0.04528454,0.01811475,0.02536795,0.00851419,0.01878496,0.03638249,CO
18,129,0.04523487,0.01811863,0.02531962,0.00850937,0.01876355,0.03638209,CO
18,130,0.04517725,0.01811947,0.02528634,0.00850529,0.01874388,0.03638145,CO
18,131,0.04513926,0.01811803,0.02525489,0.00850077,0.01873757,0.03638328,CO
18,132,0.04511099,0.01811545,0.0252323,0.00849526,0.0187266,0.03637216,CO
18,133,0.0450721,0.01811585,0.02521665,0.00848712,0.01870588,0.03635691,CO
18,134,0.04503564,0.01811446,0.02518575,0.00848095,0.01869213,0.03632606,CO
18,135,0.04500649,0.01810765,0.02517046,0.00847321,0.01868279,0.03629775,CO
18,136,0.04498841,0.01810318,0.02513817,0.00846342,0.01868219,0.03626854,CO
18,137,0.04497082,0.01809538,0.02510489,0.00845239,0.01867623,0.03623507,CO
18,138,0.04495523,0.01809439,0.02508487,0.00844539,0.018666,0.03620228,CO
18,139,0.04493784,0.01809682,0.02506317,0.00843779,0.01866267,0.03617536,CO
18,140,0.04491842,0.0180924,0.02506198,0.0084361,0.01865512,0.03614953,CO
18,141,0.04489085,0.01809792,0.02505656,0.00843605,0.01864643,0.03611913,CO
18,142,0.04486885,0.0181078,0.02503053,0.0084285,0.01863858,0.03608302,CO
18,143,0.04484074,0.01811625,0.02501161,0.00842666,0.01862865,0.03605089,CO
18,144,0.04479827,0.01812419,0.02498921,0.00842393,0.01861752,0.03601984,CO
18,145,0.04476236,0.01812906,0.02497972,0.00842493,0.01860321,0.03598542,CO
18,146,0.04473017,0.01813681,0.0249596,0.00842314,0.01859194,0.03595343,CO
18,147,0.04470439,0.01814689,0.02495459,0.00842334,0.01857818,0.03591181,CO
18,148,0.04469292,0.01814863,0.02495598,0.00842095,0.01857262,0.03587858,CO
18,149,0.04468705,0.0181538,0.02495409,0.00842344,0.01857262,0.03584446,CO
18,150,0.04468705,0.01815534,0.02495409,0.00842344,0.01857262,0.03581182,CO
19,1,0.0465385064,0.018991449,0.0259830859,0.0085300125,0.0189175356,0.0240466999,CO
19,2,0.046615638,0.0190042781,0.0259757515,0.0085278704,0.0189210598,0.0240461813,CO
19,3,0.0466902444,0.0190072959,0.0259693754,0.0085259558,0.0189200335,0.0240392448,CO
19,4,0.0467508441,0.0190202684,0.0259707202,0.0085260014,0.018918938,0.0240380585,CO
19,5,0.0468031776,0.0190232624,0.0259689847,0.0085295241,0.0189168164,0.0240346126,CO
19,6,0.0468534723,0.0190380691,0.0259800783,0.0085277301,0.0189191688,0.0240335454,CO
19,7,0.0468920541,0.019041176,0.0259710808,0.0085272399,0.018914512,0.0240254855,CO
19,8,0.0469489286,0.0190497606,0.025989879,0.0085281054,0.0189148617,0.0240174885,CO
19,9,0.0470029523,0.0190603349,0.0259915202,0.0085283654,0.0189152095,0.0240193931,CO
19,10,0.0470456735,0.019064525,0.0259951188,0.0085247156,0.0189134671,0.0240087845,CO
19,11,0.0470932239,0.0190723753,0.0260003603,0.0085265776,0.018908819,0.0240096865,CO
19,12,0.0471321094,0.0190850125,0.0260082901,0.0085265538,0.0189078454,0.0240056714,CO
19,13,0.0471778863,0.0190940882,0.0259900308,0.0085252986,0.0189085457,0.0240001182,CO
19,14,0.0472138566,0.0191020842,0.0260027672,0.0085252334,0.0189096547,0.0240039531,CO
19,15,0.0472536335,0.0191074162,0.025996395,0.0085239665,0.0189054995,0.0240016484,CO
19,16,0.047281941,0.0191165947,0.0259882665,0.0085243469,0.0189085405,0.0240051236,CO
19,17,0.0473242621,0.0191266593,0.0260242048,0.008523916,0.0189034646,0.023995113,CO
19,18,0.0470928223,0.0187935578,0.0257790322,0.0082797114,0.0189447323,0.023978065,CO
19,19,0.0472147175,0.0187555061,0.0257691518,0.0081869475,0.0189421042,0.0239745367,CO
19,20,0.0478436551,0.0189186303,0.0258873617,0.0082333633,0.01890848,0.0239617888,CO
19,21,0.0481190215,0.0189780583,0.0259620446,0.0082600652,0.0189495589,0.0239400087,CO
19,22,0.048200558,0.0189956801,0.0260286852,0.0082731594,0.0189708892,0.023929501,CO
19,23,0.048255261,0.0190313867,0.0261023627,0.0083140902,0.0189392051,0.0239236066,CO
19,24,0.0483101272,0.0190583654,0.0261658257,0.0083543382,0.0189184131,0.0239252178,CO
19,25,0.048433178,0.0190647521,0.0262008011,0.0083805482,0.0188800162,0.0239635935,CO
19,26,0.0485294695,0.0190596298,0.026235356,0.0084048186,0.0189302683,0.0240426321,CO
19,27,0.0485736285,0.0190628438,0.0262574255,0.008430264,0.0189732446,0.0241468243,CO
19,28,0.048579675,0.0190599327,0.0262899708,0.0084671569,0.0189614816,0.0242094613,CO
19,29,0.0486268761,0.0190700584,0.0263481169,0.0085170207,0.0188775499,0.0242593389,CO
19,30,0.0487570081,0.0190808062,0.0264093505,0.0085730175,0.0189914913,0.0242986075,CO
19,31,0.0489416945,0.0190881065,0.0264617058,0.0086175835,0.0191085671,0.0243282145,CO
19,32,0.0492100052,0.019095148,0.0265245533,0.0086632549,0.0192223134,0.0243596918,CO
19,33,0.0494856453,0.0191143146,0.0265647941,0.0086934981,0.0193155702,0.0243842447,CO
19,34,0.0498404129,0.0191472399,0.0266088639,0.0087270933,0.019406771,0.0244061049,CO
19,35,0.0502454674,0.0191804519,0.0266771405,0.0087646306,0.0194928434,0.02443095,CO
19,36,0.050728841,0.0192139607,0.0267320575,0.0088053794,0.0195850751,0.0244501882,CO
19,37,0.051296341,0.019230482,0.0268313851,0.0088615046,0.0197023724,0.0244731819,CO
19,38,0.0517409245,0.0192339023,0.0268892474,0.0089006889,0.019775455,0.0245022538,CO
19,39,0.0521666913,0.0192384272,0.0269284895,0.0089228142,0.0198313094,0.0245510106,CO
19,40,0.0525535889,0.0192421969,0.0269916179,0.008942964,0.0198823394,0.0245670959,CO
19,41,0.0529834446,0.0192534733,0.0270381751,0.0089695137,0.0199523599,0.0245891257,CO
19,42,0.0532598681,0.0192714442,0.0271085885,0.009009373,0.020035724,0.0245986302,CO
19,43,0.053516217,0.0192839369,0.0272026219,0.0090475947,0.0201114338,0.024617971,CO
19,44,0.053757987,0.0192973574,0.0272961309,0.0090755801,0.0201859029,0.0246404799,CO
19,45,0.0539944191,0.0193213269,0.027394627,0.009104417,0.0202573837,0.0246639349,CO
19,46,0.054240744,0.0193430159,0.0274863105,0.0091251441,0.0203109654,0.0246882311,CO
19,47,0.0543999135,0.01938079,0.0275741316,0.0091461228,0.020357673,0.0247167708,CO
19,48,0.0545330023,0.0194309711,0.02768208,0.009169571,0.0204081806,0.0247396947,CO
19,49,0.0546728355,0.019488403,0.0277746173,0.0091937444,0.0204571039,0.0247692408,CO
19,50,0.0548055423,0.0195521827,0.0278847505,0.0092263958,0.0205136109,0.0247922307,CO
19,51,0.0549337435,0.0196046086,0.0280117587,0.0092631468,0.0205896682,0.0248244923,CO
19,52,0.055020215,0.0196477626,0.0281541435,0.0093099789,0.0206604417,0.024859587,CO
19,53,0.0551046174,0.0196722296,0.028213578,0.0093228622,0.0206958064,0.0248907774,CO
19,54,0.0551858248,0.0196747751,0.0282829022,0.009321543,0.0206904935,0.0249117292,CO
19,55,0.0552236126,0.0196492226,0.0282789983,0.0092875333,0.0206246155,0.0249354878,CO
19,56,0.0552206346,0.0195865836,0.028228193,0.0092217215,0.020492157,0.0249600385,CO
19,57,0.0551817017,0.0195856118,0.028240655,0.0091977481,0.0204473786,0.024982541,CO
19,58,0.0551539278,0.0195919406,0.0282554481,0.0091800091,0.0204205812,0.0250006231,CO
19,59,0.0551726309,0.0196120561,0.0282760657,0.0091710233,0.0204012918,0.0250190686,CO
19,60,0.0552356911,0.0196350293,0.0282954012,0.0091714432,0.0203841151,0.0250379749,CO
19,61,0.0553207853,0.0196679128,0.028320268,0.0091636863,0.0203588168,0.0250682169,CO
19,62,0.055401973,0.0196957889,0.0283577599,0.0091652162,0.0203455096,0.0250917055,CO
19,63,0.0554593468,0.0197207643,0.0283805151,0.009165995,0.0203251588,0.0251106708,CO
19,64,0.0554910271,0.0197553636,0.0283992983,0.0091633513,0.0203128995,0.0251370827,CO
19,65,0.0554761605,0.019782064,0.028439415,0.0091661249,0.0202953233,0.025163156,CO
19,66,0.0554232979,0.0198219968,0.0284700746,0.0091738487,0.0202856417,0.0251856631,CO
19,67,0.0553319887,0.0198517131,0.0284993498,0.0091733842,0.0202808946,0.0252111645,CO
19,68,0.0552154146,0.0198798631,0.0285409459,0.0091785147,0.020275917,0.0252368598,CO
19,69,0.0550817726,0.0199140383,0.0285933369,0.0091832924,0.0202708919,0.0252605532,CO
19,70,0.0548948545,0.0199493802,0.028612057,0.0091854604,0.0202687151,0.0252931247,CO
19,71,0.0547405628,0.0199876616,0.028657242,0.0091886009,0.020267782,0.0253203075,CO
19,72,0.0545916092,0.0200125833,0.0286778434,0.0091875973,0.0202603641,0.0253395496,CO
19,73,0.0544439369,0.0200389756,0.0286945605,0.0091937205,0.020257321,0.025366444,CO
19,74,0.0542929602,0.0200662142,0.0287157208,0.0091944906,0.0202520299,0.0253950446,CO
19,75,0.0541354555,0.0200827852,0.0287551642,0.0091923899,0.020251805,0.0254248463,CO
19,76,0.0540166667,0.0201044802,0.0287440851,0.0091967744,0.0202453639,0.0254478111,CO
19,77,0.0538965193,0.0201116566,0.0287695287,0.0091963629,0.0202432419,0.0254695178,CO
19,78,0.0537863763,0.0201225292,0.0287846232,0.0091972363,0.0202415943,0.025486901,CO
19,79,0.0536839053,0.0201343808,0.0287928087,0.0091948525,0.0202335,0.025507697,CO
19,80,0.0535669933,0.0201475504,0.028804851,0.0091925003,0.0202230997,0.0255311392,CO
19,81,0.0534757838,0.0201545036,0.028811625,0.0091916773,0.0202203739,0.0255563055,CO
19,82,0.0533851603,0.0201546164,0.0287993319,0.009187662,0.0202203044,0.0255698416,CO
19,83,0.0533008356,0.0201558705,0.0288186906,0.0091876923,0.0202179642,0.0255880774,CO
19,84,0.0531937089,0.0201651967,0.0288030872,0.0091881629,0.0202112386,0.0256044887,CO
19,85,0.0531205125,0.0201666368,0.0288140277,0.0091866829,0.0202069154,0.0256251235,CO
19,86,0.0530421057,0.0201660334,0.0288011023,0.0091870118,0.0202011474,0.0256331825,CO
19,87,0.0529781918,0.0201676446,0.0287941075,0.0091813234,0.0201994485,0.0256510172,CO
19,88,0.0529078681,0.0201740834,0.0287965737,0.0091823089,0.0201929718,0.0256658887,CO
19,89,0.052838688,0.0201731826,0.0287944891,0.0091827999,0.020190234,0.0256796588,CO
19,90,0.0527791256,0.0201788715,0.0287972483,0.0091809372,0.0201904595,0.0256948577,CO
19,91,0.0527223216,0.0201784495,0.0287924996,0.0091776391,0.0201864206,0.0257021823,CO
19,92,0.0526699206,0.0201760033,0.0287972684,0.0091808781,0.0201838071,0.0257130442,CO
19,93,0.052624536,0.0201748827,0.0287793914,0.0091762211,0.0201819664,0.0257236812,CO
19,94,0.0525650626,0.0201790659,0.0287868987,0.0091829677,0.0201812558,0.0257401115,CO
19,95,0.0525211135,0.0201745179,0.0287805007,0.0091766761,0.0201754188,0.0257445034,CO
19,96,0.0524765929,0.0201764598,0.0287793591,0.0091724229,0.0201764154,0.0257604834,CO
19,97,0.0524310245,0.0201593469,0.0287667245,0.0091647515,0.0201514237,0.0257565947,CO
19,98,0.0523908146,0.0201507132,0.028760852,0.0091555192,0.0201346234,0.0257592418,CO
19,99,0.0523400024,0.0201602457,0.0287486997,0.0091515126,0.0201206512,0.0257581608,CO
19,100,0.0522902339,0.0201619395,0.0287513725,0.0091483239,0.0201185163,0.0257626177,CO
19,101,0.0522458346,0.0201618062,0.0287330371,0.0091522953,0.020123172,0.0257616084,CO
19,102,0.0522009249,0.0201643174,0.0287380295,0.0091508112,0.0201183569,0.0257435772,CO
19,103,0.0521571762,0.0201597708,0.0287187961,0.0091493539,0.0201005285,0.0257246307,CO
19,104,0.0520959288,0.0201371241,0.0286967502,0.0091310402,0.020056928,0.0257015506,CO
19,105,0.0519913209,0.0200703732,0.0286390533,0.009108305,0.0200117356,0.0256760415,CO
19,106,0.051870918,0.0199853992,0.0285850593,0.0090851272,0.0199688443,0.0256478486,CO
19,107,0.0517300537,0.0198960081,0.02850797,0.0090538198,0.019928633,0.0256253531,CO
19,108,0.0515688472,0.0198071744,0.0283915403,0.0090210198,0.0198680941,0.0255895562,CO
19,109,0.0514335696,0.0196950323,0.0282442328,0.0089694491,0.0197937384,0.0255565722,CO
19,110,0.0512998199,0.0196267388,0.0281345518,0.0089340683,0.0197257161,0.0255310035,CO
19,111,0.0511616723,0.0195852976,0.0280542773,0.0089155602,0.0196951933,0.0254987678,CO
19,112,0.0510059248,0.0195612586,0.0279783099,0.0088980933,0.0196710993,0.0254709423,CO
19,113,0.0508176042,0.0195330818,0.0278969574,0.0088737984,0.0196265941,0.0254514171,CO
19,114,0.0506722635,0.019500989,0.0278195109,0.0088567187,0.0196058853,0.0254244146,CO
19,115,0.0505451493,0.0194679814,0.0277540382,0.0088510023,0.0195962928,0.0254062919,CO
19,116,0.05044052,0.019446418,0.0277014075,0.0088463351,0.019573251,0.0253788504,CO
19,117,0.0503547706,0.0194236435,0.0276060526,0.0088386856,0.0195617968,0.0253598421,CO
19,118,0.0502802609,0.0193911735,0.0275450381,0.0088298689,0.0195436678,0.0253312874,CO
19,119,0.0502242739,0.0193675079,0.0275191587,0.0088168035,0.0195116167,0.0253102263,CO
19,120,0.050174231,0.0193507504,0.0274280491,0.0087861973,0.0194548325,0.0252866074,CO
19,121,0.0501245264,0.019320407,0.0273565661,0.008764912,0.019404756,0.0252610919,CO
19,122,0.0500589884,0.0192975058,0.0273082093,0.0087492223,0.0193664168,0.0252369626,CO
19,123,0.0499728733,0.0192731954,0.0272309486,0.0087306618,0.0193390362,0.0252068739,CO
19,124,0.0499007751,0.0192593135,0.0271824243,0.0087206196,0.0193239035,0.0251882484,CO
19,125,0.0498369633,0.019250754,0.0271343308,0.0087170179,0.0193050734,0.0251659929,CO
19,126,0.0497728699,0.0192419504,0.0271049208,0.0087106599,0.019291419,0.0251402322,CO
19,127,0.0497110193,0.0192329416,0.0270717239,0.0086984513,0.0192688476,0.025127101,CO
19,128,0.0496441731,0.0192205678,0.0270107657,0.0086768754,0.0192435,0.0250972389,CO
19,129,0.0495770024,0.0192042559,0.0269557287,0.00865542,0.0192050118,0.0250789547,CO
19,130,0.0495151013,0.0191782126,0.0269046984,0.0086420294,0.0191700377,0.0250662342,CO
19,131,0.0494691746,0.0191429197,0.0268441988,0.0086219663,0.0191449029,0.0250524765,CO
19,132,0.049420106,0.0191237538,0.0267960145,0.0086135181,0.019121879,0.0250401524,CO
19,133,0.0493866367,0.0190995548,0.0267579203,0.0086050744,0.0191083542,0.025024425,CO
19,134,0.0493507297,0.0190894687,0.0267295254,0.0085976313,0.0191070401,0.0250094501,CO
19,135,0.0493135835,0.019070281,0.02668178,0.008597815,0.019100745,0.024995546,CO
19,136,0.0492815746,0.0190637175,0.0266376879,0.0085892474,0.0190955592,0.0249880282,CO
19,137,0.0492367617,0.0190424583,0.0266177312,0.008590132,0.0190866572,0.024973406,CO
19,138,0.0491935409,0.0190374536,0.026594794,0.0085874032,0.0190796983,0.0249604892,CO
19,139,0.0491471303,0.0190273756,0.0265609442,0.0085790417,0.0190678242,0.0249492815,CO
19,140,0.0490875829,0.0190310609,0.0265467728,0.0085747885,0.0190513879,0.0249381207,CO
19,141,0.0490243723,0.0190239892,0.0265261597,0.0085668021,0.0190343969,0.0249211261,CO
19,142,0.0489367413,0.0190213927,0.0264916852,0.0085597242,0.0190122404,0.024911943,CO
19,143,0.0488716643,0.0190162815,0.0264544923,0.0085496239,0.018997865,0.0249018362,CO
19,144,0.048821068,0.0190285883,0.0264623117,0.0085457623,0.0189822043,0.0248906834,CO
19,145,0.0487714031,0.0190385183,0.0264485576,0.0085458374,0.0189671074,0.0248844716,CO
19,146,0.0487263663,0.0190568335,0.0264454066,0.008540342,0.0189559135,0.0248741361,CO
19,147,0.0486726145,0.0190698567,0.0264331432,0.0085338607,0.0189391026,0.0248565169,CO
19,148,0.0486302877,0.0190707761,0.0264276783,0.0085257029,0.0189143837,0.0248519129,CO
19,149,0.048586921,0.0190738131,0.0264211803,0.0085154764,0.0188917784,0.0248415684,CO
19,150,0.0485461822,0.0190773213,0.0263977704,0.0085095845,0.0188701815,0.0248321737,CO
20,1,0.0486084494,0.0319872965,0.0340291504,0.0088408356,0.0189944282,0.0374184934,CO
20,2,0.0486907053,0.031981225,0.0339919274,0.0088610928,0.0190558684,0.037514309,CO
20,3,0.0487101366,0.0319790805,0.0339363491,0.0088711351,0.019088468,0.0375540362,CO
20,4,0.0486865344,0.031991953,0.0338592156,0.0088733837,0.0191042051,0.0375509178,CO
20,5,0.0486399695,0.0320063434,0.0338228602,0.0088716845,0.0191005549,0.0375167194,CO
20,6,0.0485843609,0.0320280719,0.0337683123,0.0088668225,0.0190973853,0.0374756326,CO
20,7,0.0485206196,0.0320544704,0.0337222846,0.0088561087,0.0190837234,0.0374247882,CO
20,8,0.04845707,0.0320960524,0.0336742129,0.0088485353,0.0190698354,0.0373727376,CO
20,9,0.0483751352,0.0321365542,0.0336412905,0.0088421337,0.0190505024,0.0373006489,CO
20,10,0.0483067419,0.0321754197,0.0336140011,0.0088379899,0.0190343861,0.037237375,CO
20,11,0.0482392344,0.0322063748,0.0335552492,0.0088301236,0.0190228211,0.0371819184,CO
20,12,0.0481812602,0.0322490037,0.033532092,0.0088216493,0.0190050304,0.0371281614,CO
20,13,0.0481160389,0.0322818207,0.0335121776,0.0088173219,0.0189911302,0.0370732035,CO
20,14,0.0480505889,0.0323312669,0.0334937851,0.008805713,0.0189815215,0.037034556,CO
20,15,0.0479890694,0.0323560027,0.033469882,0.0088030201,0.0189628299,0.0369934934,CO
20,16,0.04793297,0.0323901508,0.0334685342,0.0087995838,0.0189530352,0.0369526411,CO
20,17,0.0478832685,0.032423613,0.0334333622,0.0087923744,0.0189400936,0.0369104143,CO
20,18,0.0478344738,0.032455075,0.0334192026,0.008785248,0.0189288294,0.0368603341,CO
20,19,0.0477812475,0.0324896671,0.0334181769,0.0087806164,0.0189194848,0.0367902148,CO
20,20,0.0477366717,0.0325207359,0.0334079006,0.0087793153,0.0189085998,0.0367459992,CO
20,21,0.0476891568,0.0325501057,0.0333905272,0.0087771329,0.0188998293,0.036687175,CO
20,22,0.0475599518,0.0325198474,0.0333503974,0.0087459532,0.0188407098,0.0365863373,CO
20,23,0.0474690865,0.0325397096,0.0333348641,0.008733656,0.0188034603,0.0365008072,CO
20,24,0.0473988747,0.0325581818,0.0333159455,0.0087158006,0.018770884,0.0364405891,CO
20,25,0.0473102073,0.0325541611,0.0333083866,0.008695051,0.0187283763,0.0363527857,CO
20,26,0.0472442499,0.0325542247,0.0333143661,0.0086815381,0.018699197,0.0362786169,CO
20,27,0.0472737268,0.0325725166,0.0333534735,0.0086934645,0.018740983,0.0362367918,CO
20,28,0.0474581403,0.0325757161,0.0334173367,0.0087260207,0.0188372134,0.0361793013,CO
20,29,0.0477160978,0.0325870375,0.0334716546,0.0087645307,0.0189281938,0.0361331183,CO
20,30,0.0480212788,0.0326074235,0.0335589364,0.0088050657,0.019026029,0.0361146144,CO
20,31,0.048315974,0.0325997739,0.0336322074,0.0088404264,0.0191120367,0.0361123787,CO
20,32,0.0486021804,0.0325901391,0.0336845545,0.0088813756,0.0191956121,0.0361173843,CO
20,33,0.0488944202,0.0325676033,0.0337766274,0.0089238604,0.0192833383,0.0361127667,CO
20,34,0.0491207661,0.0325666787,0.0338222247,0.0089596654,0.0193481914,0.0361209743,CO
20,35,0.0493258584,0.032554756,0.0338983121,0.0089946557,0.0194138841,0.0361266491,CO
20,36,0.0495014034,0.0325522657,0.0339477643,0.0090305326,0.0194687057,0.0361353004,CO
20,37,0.0496353862,0.0325424927,0.0340027265,0.009059993,0.0195137928,0.0361437197,CO
20,38,0.0497886403,0.0325451469,0.0340376406,0.0090966883,0.0195721587,0.036160798,CO
20,39,0.0498977335,0.0325455184,0.034055926,0.0091175666,0.0196090652,0.0361728182,CO
20,40,0.0500182425,0.0325394439,0.0340898755,0.0091498418,0.0196515053,0.0361924563,CO
20,41,0.0501233679,0.0325546537,0.0341374813,0.0091870061,0.0196977411,0.0362088324,CO
20,42,0.0502568398,0.0325728414,0.0342355732,0.0092561423,0.0197676756,0.036245689,CO
20,43,0.0503739804,0.0325840595,0.0343495841,0.0093188369,0.0198301701,0.0362865488,CO
20,44,0.0505007918,0.0325814897,0.0344491802,0.0093809079,0.0198893602,0.0363373239,CO
20,45,0.0506313844,0.0325736103,0.0345735291,0.0094357,0.0199427584,0.036378152,CO
20,46,0.0507750708,0.0325752673,0.0346797725,0.0095007994,0.0200046765,0.036438648,CO
20,47,0.050946364,0.0325681199,0.0348009787,0.0095679416,0.0201245514,0.0365058594,CO
20,48,0.0510698863,0.0325505903,0.034918901,0.0096175662,0.0202344697,0.0365491906,CO
20,49,0.0511877608,0.0325265533,0.0350472011,0.0096547092,0.0203279234,0.0365908408,CO
20,50,0.0513365075,0.0325236275,0.0351222943,0.0096797222,0.0204144711,0.0366398789,CO
20,51,0.0515335745,0.0325512967,0.0352041874,0.0096857525,0.0204620564,0.0366927476,CO
20,52,0.0518607753,0.0326414989,0.0352932226,0.009702873,0.0205410347,0.0368041431,CO
20,53,0.0520761585,0.03275109,0.03539678,0.0097113016,0.0205724423,0.0368860393,CO
20,54,0.0522252735,0.032900428,0.0354360255,0.0096957095,0.0205551407,0.0369430408,CO
20,55,0.0523426659,0.0330302689,0.0354759434,0.0096756379,0.0205362311,0.037006392,CO
20,56,0.0524185227,0.0331561248,0.0355279936,0.0096653436,0.020534706,0.0371002665,CO
