Measurement_Number,Time,SP-12A,SP-31,TGS-813,TGS-842,SP-AQ3,TGS-823,ST-31,TGS-800,Label
1,0,33.739782,72.056151,22.320113,22.949768,16.178617,45.594388,49.096439,33.20205,AQ_Coffee
1,1,33.820116,73.356984,22.320113,22.86704,16.273621,46.149582,48.784078,33.046781,AQ_Coffee
1,2,33.900787,73.356984,22.241104,22.825862,16.297507,45.732047,48.475323,33.20205,AQ_Coffee
1,3,33.900787,72.377277,22.559946,23.074796,16.345442,46.149582,49.096439,33.437363,AQ_Coffee
1,4,33.580114,72.056151,22.399587,22.908342,16.178617,45.732047,49.096439,33.20205,AQ_Coffee
1,5,33.500777,72.056151,22.399587,22.825862,16.202287,45.732047,48.784078,33.20205,AQ_Coffee
1,6,33.820116,72.701102,22.320113,22.908342,16.249789,45.457478,49.096439,33.20205,AQ_Coffee
1,7,33.739782,73.02766,22.320113,22.743872,16.249789,46.149582,48.475323,33.046781,AQ_Coffee
1,8,34.144839,73.356984,22.681466,23.243268,16.490572,46.009638,49.732237,33.755698,AQ_Coffee
1,9,34.144839,73.689111,22.763083,23.200959,16.56389,46.431802,49.412471,33.516452,AQ_Coffee
1,10,33.580114,73.02766,22.399587,22.784806,16.249789,46.009638,48.939804,33.20205,AQ_Coffee
1,11,33.580114,72.701102,22.399587,22.825862,16.249789,45.870461,48.784078,33.20205,AQ_Coffee
1,12,33.820116,73.02766,22.320113,22.949768,16.249789,45.594388,48.939804,33.437363,AQ_Coffee
1,13,33.739782,73.356984,22.201772,22.743872,16.297507,45.732047,48.475323,33.20205,AQ_Coffee
1,14,33.739782,72.056151,22.320113,22.908342,16.202287,45.594388,49.096439,33.20205,AQ_Coffee
1,15,33.981796,73.689111,22.241104,22.743872,16.345442,45.870461,48.629254,33.20205,AQ_Coffee
1,16,33.981796,73.02766,22.201772,22.825862,16.273621,45.870461,48.939804,33.358602,AQ_Coffee
1,17,33.981796,73.356984,22.201772,22.743872,16.369493,45.594388,48.629254,33.20205,AQ_Coffee
1,18,33.659782,73.02766,22.280551,22.743872,16.273621,46.290302,48.475323,33.046781,AQ_Coffee
1,19,33.580114,72.056151,22.399587,22.825862,16.226011,45.870461,48.939804,33.20205,AQ_Coffee
1,20,33.659782,72.377277,22.4395,22.825862,16.249789,45.870461,48.939804,33.20205,AQ_Coffee
1,21,33.820116,73.689111,22.201772,22.784806,16.345442,46.149582,48.629254,33.046781,AQ_Coffee
1,22,33.820116,73.689111,22.201772,22.743872,16.321447,45.870461,48.475323,33.20205,AQ_Coffee
1,23,33.900787,73.02766,22.320113,22.825862,16.297507,45.594388,49.096439,33.358602,AQ_Coffee
1,24,33.981796,72.701102,22.201772,22.825862,16.297507,46.009638,48.784078,33.20205,AQ_Coffee
1,25,33.820116,73.02766,22.320113,22.784806,16.297507,46.290302,48.475323,32.969623,AQ_Coffee
1,26,33.820116,73.689111,22.241104,22.743872,16.369493,46.149582,48.475323,33.046781,AQ_Coffee
1,27,33.820116,73.02766,22.320113,22.743872,16.297507,46.149582,48.784078,33.046781,AQ_Coffee
1,28,33.820116,73.02766,22.320113,22.784806,16.297507,46.290302,48.629254,33.20205,AQ_Coffee
1,29,33.820116,73.02766,22.320113,22.949768,16.321447,45.594388,49.412471,33.358602,AQ_Coffee
1,30,33.820116,73.689111,22.359792,22.743872,16.393598,46.431802,48.629254,33.280165,AQ_Coffee
1,31,33.659782,73.356984,22.47953,22.86704,16.345442,46.149582,48.939804,33.20205,AQ_Coffee
1,32,34.144839,73.689111,22.359792,22.908342,16.417758,46.009638,48.629254,33.437363,AQ_Coffee
1,33,33.900787,73.356984,22.4395,22.54102,16.345442,45.185883,46.127951,33.124256,AQ_Coffee
1,34,33.820116,72.701102,22.681466,21.873204,16.249789,43.239015,42.123208,31.921606,AQ_Coffee
1,35,33.981796,73.356984,22.241104,20.666079,15.693642,39.661089,38.198106,30.861568,AQ_Coffee
1,36,33.739782,71.421859,22.519679,19.627927,14.62487,36.859473,35.397054,29.287501,AQ_Coffee
1,37,34.063146,69.58036,22.519679,18.612275,13.233874,34.641098,33.564808,27.675338,AQ_Coffee
1,38,33.900787,68.401407,22.123453,17.383034,11.775534,32.723404,31.604251,25.699316,AQ_Coffee
1,39,33.900787,65.880877,22.162555,16.54294,10.473837,31.403496,30.3606,24.220407,AQ_Coffee
1,40,33.739782,63.781985,22.045588,15.855734,9.470854,30.306032,29.387505,22.755453,AQ_Coffee
1,41,33.820116,61.804319,21.891206,15.233136,8.698499,29.589436,28.586823,21.357858,AQ_Coffee
1,42,33.500777,59.711683,22.006825,14.790389,8.103039,28.90159,28.171072,20.2636,AQ_Coffee
1,43,33.659782,58.605034,21.852889,14.327506,7.698388,28.478057,27.651554,19.257543,AQ_Coffee
1,44,33.580114,56.706019,21.852889,14.018257,7.373625,27.891203,27.314236,18.561992,AQ_Coffee
1,45,33.659782,56.299386,21.700718,13.663833,7.163861,27.605493,26.875272,17.877993,AQ_Coffee
1,46,33.820116,55.699434,21.550281,13.464708,7.028022,27.213813,26.660273,17.390822,AQ_Coffee
1,47,33.580114,54.725317,21.438573,13.252348,6.90986,26.994231,26.395607,16.924231,AQ_Coffee
1,48,33.820116,53.597065,21.401548,13.113513,6.808405,26.885569,26.395607,16.5502,AQ_Coffee
1,49,33.820116,53.230442,21.327812,12.993781,6.765465,26.77765,26.290987,16.331929,AQ_Coffee
1,50,33.659782,52.868401,21.254492,12.892427,6.744115,26.617146,26.083846,16.001169,AQ_Coffee
1,51,33.500777,51.982791,21.254492,12.775639,6.722844,26.723966,26.083846,15.77121,AQ_Coffee
1,52,34.063146,52.333745,21.475703,12.909239,6.866161,27.048843,26.448182,15.93164,AQ_Coffee
1,53,33.580114,50.955375,21.109083,12.742556,6.708708,26.353247,26.395607,15.546304,AQ_Coffee
1,54,33.739782,51.808929,21.145283,12.709597,6.815593,26.723966,26.238941,15.546304,AQ_Coffee
1,55,33.343084,50.955375,20.965295,12.627743,6.7726,26.617146,26.238941,15.348072,AQ_Coffee
1,56,33.580114,51.124017,20.858501,12.595216,6.829996,26.51105,26.238941,15.369906,AQ_Coffee
1,57,33.580114,50.290876,20.858501,12.676763,6.829996,26.405671,26.500935,15.348072,AQ_Coffee
1,58,33.343084,50.621131,20.8231,12.611464,6.895257,26.723966,26.448182,15.26121,AQ_Coffee
1,59,33.580114,50.955375,20.787797,12.611464,6.961262,26.77765,26.395607,15.326286,AQ_Coffee
1,60,33.500777,49.964542,20.682472,12.676763,6.968642,26.51105,26.660273,15.369906,AQ_Coffee
1,61,33.739782,50.290876,20.612737,12.660392,7.050445,26.617146,26.660273,15.391787,AQ_Coffee
1,62,33.820116,50.290876,20.474411,12.693164,7.110662,26.723966,26.713748,15.457719,AQ_Coffee
1,63,33.739782,50.290876,20.440066,12.726061,7.1715,26.885569,26.821246,15.524085,AQ_Coffee
1,64,33.820116,50.78775,20.405814,12.759082,7.232968,26.885569,26.821246,15.501914,AQ_Coffee
1,65,33.580114,49.964542,20.508851,12.808849,7.27171,26.994231,27.038466,15.546304,AQ_Coffee
1,66,33.580114,49.964542,20.371655,12.8589,7.342082,26.939807,27.148202,15.658136,AQ_Coffee
1,67,33.820116,50.290876,20.303615,12.8589,7.421251,27.103643,27.093239,15.658136,AQ_Coffee
1,68,33.343084,50.455509,20.337589,12.892427,7.493398,27.158633,27.148202,15.72583,AQ_Coffee
1,69,33.580114,50.290876,20.202246,12.875648,7.558254,27.324749,27.148202,15.72583,AQ_Coffee
1,70,33.500777,50.290876,20.135121,12.909239,7.615571,27.324749,27.148202,15.77121,AQ_Coffee
1,71,33.580114,50.290876,20.101695,13.027825,7.673426,27.158633,27.369967,15.93164,AQ_Coffee
1,72,34.063146,51.124017,20.202246,13.182661,7.875983,27.719174,27.651554,16.165238,AQ_Coffee
1,73,33.500777,49.964542,20.101695,13.096309,7.773883,27.492607,27.594841,16.047782,AQ_Coffee
1,74,33.739782,50.78775,19.870204,13.113513,7.884567,27.548951,27.538328,16.141641,AQ_Coffee
1,75,33.500777,50.621131,19.935902,13.182661,7.91902,27.492607,27.765578,16.260165,AQ_Coffee
1,76,33.500777,50.78775,19.837486,13.130749,8.005984,27.605493,27.594841,16.284032,AQ_Coffee
1,77,33.500777,50.290876,19.837486,13.269855,8.014746,27.548951,27.822892,16.331929,AQ_Coffee
1,78,33.343084,50.621131,19.903009,13.252348,8.094154,27.719174,27.765578,16.428383,AQ_Coffee
1,79,33.264725,50.621131,19.739854,13.269855,8.147646,27.891203,27.822892,16.428383,AQ_Coffee
1,80,33.659782,50.621131,19.675196,13.304971,8.192566,27.833658,27.93813,16.623968,AQ_Coffee
1,81,33.659782,51.124017,19.642995,13.340225,8.274218,27.833658,27.996055,16.623968,AQ_Coffee
1,82,33.659782,50.621131,19.610879,13.357904,8.292504,27.891203,27.996055,16.748058,AQ_Coffee
1,83,33.264725,50.78775,19.707482,13.411148,8.356911,27.891203,28.054187,16.748058,AQ_Coffee
1,84,33.500777,50.290876,19.610879,13.464708,8.37543,27.833658,28.229828,16.798099,AQ_Coffee
1,85,33.343084,50.621131,19.515038,13.411148,8.450037,28.123436,27.996055,16.77305,AQ_Coffee
1,86,33.264725,50.78775,19.546901,13.518585,8.506553,28.065068,28.171072,16.949635,AQ_Coffee
1,87,33.500777,50.621131,19.546901,13.590921,8.544501,27.948953,28.229828,17.077556,AQ_Coffee
1,88,33.421767,50.290876,19.515038,13.572783,8.544501,28.006907,28.347972,17.026206,AQ_Coffee
1,89,33.421767,50.78775,19.41995,13.500591,8.611437,28.240797,28.112525,17.026206,AQ_Coffee
1,90,33.421767,51.293684,19.356971,13.536615,8.669352,28.299793,28.171072,17.077556,AQ_Coffee
1,91,33.580114,50.78775,19.294321,13.609094,8.669352,28.182012,28.288794,17.23307,AQ_Coffee
1,92,33.264725,50.78775,19.356971,13.627304,8.708243,28.182012,28.347972,17.180986,AQ_Coffee
1,93,33.421767,51.124017,19.294321,13.609094,8.767005,28.359001,28.288794,17.311664,AQ_Coffee
1,94,33.343084,51.293684,19.139113,13.609094,8.79658,28.182012,28.288794,17.337987,AQ_Coffee
1,95,33.264725,50.78775,19.231996,13.627304,8.816368,28.359001,28.288794,17.364373,AQ_Coffee
1,96,33.500777,51.124017,19.108312,13.682152,8.866095,28.299793,28.466968,17.497257,AQ_Coffee
1,97,33.264725,50.455509,19.231996,13.755794,8.85612,28.299793,28.647076,17.417335,AQ_Coffee
1,98,33.264725,51.124017,19.108312,13.682152,8.926252,28.240797,28.288794,17.417335,AQ_Coffee
1,99,33.343084,50.78775,19.07759,13.7189,8.926252,28.418422,28.347972,17.497257,AQ_Coffee
1,100,33.421767,50.78775,19.046948,13.774297,8.946423,28.182012,28.526787,17.631751,AQ_Coffee
1,101,33.421767,51.293684,19.231996,13.923668,9.079005,28.658256,28.707548,17.686006,AQ_Coffee
1,102,33.031573,50.455509,19.108312,13.774297,8.976792,28.359001,28.707548,17.658846,AQ_Coffee
1,103,33.186688,51.124017,18.894914,13.774297,9.048181,28.359001,28.466968,17.686006,AQ_Coffee
1,104,33.264725,50.455509,19.07759,13.904864,9.05844,28.299793,28.768239,17.850365,AQ_Coffee
1,105,33.343084,50.955375,18.925165,13.848682,9.079005,28.299793,28.586823,17.822805,AQ_Coffee
1,106,33.264725,51.124017,18.804624,13.811415,9.120319,28.537906,28.466968,17.713233,AQ_Coffee
1,107,33.343084,51.124017,18.925165,13.83003,9.120319,28.537906,28.526787,17.767885,AQ_Coffee
1,108,33.186688,50.621131,18.86474,13.923668,9.120319,28.299793,28.768239,17.850365,AQ_Coffee
1,109,33.500777,50.78775,18.86474,13.886099,9.151468,28.299793,28.707548,17.961285,AQ_Coffee
1,110,33.108972,50.621131,18.894914,13.942509,9.151468,28.418422,28.829151,17.905689,AQ_Coffee
1,111,33.031573,50.621131,18.894914,13.923668,9.161882,28.478057,28.768239,17.961285,AQ_Coffee
1,112,33.186688,50.78775,18.804624,13.923668,9.203695,28.359001,28.768239,18.073302,AQ_Coffee
1,113,33.186688,50.955375,18.774681,13.904864,9.235221,28.658256,28.647076,17.961285,AQ_Coffee
1,114,32.954491,50.455509,18.834644,13.942509,9.214188,28.478057,28.707548,18.017155,AQ_Coffee
1,115,33.186688,50.621131,18.744814,13.999262,9.245762,28.418422,29.013226,18.158044,AQ_Coffee
1,116,33.264725,51.293684,18.86474,14.113812,9.39502,28.779481,29.075034,18.272019,AQ_Coffee
1,117,33.108972,51.293684,18.626102,13.942509,9.309341,28.537906,28.707548,18.101479,AQ_Coffee
1,118,33.031573,50.455509,18.715023,13.980306,9.277479,28.597973,29.013226,18.129726,AQ_Coffee
1,119,33.108972,50.78775,18.655667,14.03729,9.319994,28.418422,28.951643,18.214889,AQ_Coffee
1,120,33.264725,51.293684,18.567196,14.018257,9.362768,28.537906,28.890286,18.186431,AQ_Coffee
1,121,33.264725,50.955375,18.626102,14.018257,9.35205,28.478057,28.890286,18.30069,AQ_Coffee
1,122,33.108972,51.464385,18.626102,13.999262,9.39502,28.597973,28.890286,18.158044,AQ_Coffee
1,123,33.031573,50.955375,18.596612,13.999262,9.384253,28.779481,28.829151,18.214889,AQ_Coffee
1,124,32.877723,50.955375,18.567196,14.03729,9.39502,28.779481,28.951643,18.214889,AQ_Coffee
1,125,33.108972,50.955375,18.567196,14.113812,9.416604,28.478057,29.013226,18.387136,AQ_Coffee
1,126,32.954491,50.78775,18.567196,14.056362,9.39502,28.658256,28.951643,18.329434,AQ_Coffee
1,127,33.264725,50.955375,18.508586,14.075473,9.438254,28.597973,29.013226,18.387136,AQ_Coffee
1,128,33.031573,50.621131,18.537854,14.13304,9.416604,28.537906,29.199332,18.358249,AQ_Coffee
1,129,32.877723,50.621131,18.567196,14.094623,9.438254,28.658256,29.013226,18.387136,AQ_Coffee
1,130,33.500777,51.63613,18.744814,14.288292,9.647291,29.210794,29.324549,18.620867,AQ_Coffee
1,131,33.031573,51.124017,18.450272,14.056362,9.481754,28.90159,28.951643,18.329434,AQ_Coffee
1,132,33.031573,51.464385,18.363347,14.056362,9.514555,28.779481,28.951643,18.358249,AQ_Coffee
1,133,33.031573,51.124017,18.421224,14.171615,9.492671,28.597973,29.137069,18.532666,AQ_Coffee
1,134,33.264725,51.63613,18.715023,14.366882,9.703332,29.273319,29.514119,18.680041,AQ_Coffee
1,135,32.954491,51.464385,18.334516,14.094623,9.547509,28.779481,29.013226,18.445129,AQ_Coffee
1,136,32.954491,51.293684,18.392249,14.190961,9.536507,28.658256,29.324549,18.561992,AQ_Coffee
1,137,33.264725,51.464385,18.537854,14.307879,9.647291,28.90159,29.514119,18.739517,AQ_Coffee
1,138,32.801268,50.955375,18.363347,14.152308,9.547509,28.779481,29.199332,18.532666,AQ_Coffee
1,139,32.877723,50.78775,18.421224,14.210347,9.536507,28.840424,29.387505,18.561992,AQ_Coffee
1,140,33.186688,51.124017,18.363347,14.171615,9.580615,28.718759,29.261825,18.620867,AQ_Coffee
1,141,32.725122,51.293684,18.363347,14.190961,9.580615,28.840424,29.261825,18.591392,AQ_Coffee
1,142,33.031573,51.63613,18.277072,14.13304,9.624997,28.90159,29.199332,18.620867,AQ_Coffee
1,143,33.186688,51.63613,18.248457,14.210347,9.636135,28.90159,29.324549,18.620867,AQ_Coffee
1,144,32.954491,51.63613,18.305758,14.171615,9.636135,29.024592,29.199332,18.650417,AQ_Coffee
1,145,32.725122,51.293684,18.392249,14.229774,9.624997,28.90159,29.324549,18.561992,AQ_Coffee
1,146,32.725122,51.293684,18.277072,14.229774,9.636135,28.962979,29.387505,18.650417,AQ_Coffee
1,147,32.877723,51.124017,18.363347,14.288292,9.613875,28.90159,29.514119,18.650417,AQ_Coffee
1,148,33.108972,51.808929,18.19144,14.24924,9.692089,28.962979,29.387505,18.680041,AQ_Coffee
1,149,32.954491,50.78775,18.305758,14.288292,9.636135,28.779481,29.514119,18.739517,AQ_Coffee
1,150,33.264725,51.808929,18.508586,14.505991,9.839634,29.210794,29.96477,19.04149,AQ_Coffee
1,151,32.877723,51.293684,18.219913,14.288292,9.669655,28.779481,29.577779,18.769368,AQ_Coffee
1,152,32.954491,51.464385,18.219913,14.229774,9.703332,29.210794,29.324549,18.620867,AQ_Coffee
1,153,32.573756,51.124017,18.305758,14.288292,9.669655,29.024592,29.450694,18.739517,AQ_Coffee
1,154,32.877723,51.293684,18.219913,14.210347,9.703332,29.210794,29.387505,18.680041,AQ_Coffee
1,155,33.108972,51.293684,18.134706,14.268746,9.714593,29.086432,29.514119,18.829299,AQ_Coffee
1,156,33.108972,51.808929,18.134706,14.268746,9.748481,29.148499,29.324549,18.769368,AQ_Coffee
1,157,32.725122,50.955375,18.248457,14.307879,9.703332,29.148499,29.577779,18.709741,AQ_Coffee
1,158,32.649286,51.464385,18.19144,14.307879,9.748481,29.273319,29.641676,18.739517,AQ_Coffee
1,159,32.877723,51.124017,18.219913,14.347174,9.725872,29.148499,29.834806,18.769368,AQ_Coffee
1,160,32.877723,51.808929,18.163038,14.268746,9.771162,29.273319,29.514119,18.739517,AQ_Coffee
1,161,33.500777,51.982791,18.450272,14.586397,9.955205,29.399064,30.03012,19.226437,AQ_Coffee
1,162,33.343084,51.982791,18.450272,14.52603,9.966863,29.717535,29.899666,19.10282,AQ_Coffee
1,163,32.801268,51.124017,18.219913,14.366882,9.748481,29.148499,29.770188,18.859379,AQ_Coffee
1,164,33.186688,51.808929,18.19144,14.446125,9.862602,29.336076,29.834806,19.072116,AQ_Coffee
1,165,33.031573,51.982791,18.106445,14.347174,9.816738,29.273319,29.770188,18.950084,AQ_Coffee
1,166,33.031573,51.464385,18.078253,14.366882,9.793914,29.210794,29.641676,18.950084,AQ_Coffee
1,167,32.801268,51.464385,18.163038,14.366882,9.805317,29.024592,29.770188,18.950084,AQ_Coffee
1,168,33.031573,51.63613,18.050131,14.347174,9.816738,29.210794,29.834806,18.980474,AQ_Coffee
1,169,32.649286,51.293684,18.19144,14.386631,9.793914,29.273319,29.705812,18.919772,AQ_Coffee
1,170,32.725122,51.293684,18.163038,14.426253,9.793914,29.086432,29.899666,18.889537,AQ_Coffee
1,171,33.500777,52.689072,18.305758,14.647145,10.060801,29.653366,30.227656,19.226437,AQ_Coffee
1,172,32.801268,51.293684,18.078253,14.446125,9.805317,29.148499,29.899666,18.950084,AQ_Coffee
1,173,33.264725,52.689072,18.248457,14.606604,10.025434,29.589436,30.161561,19.288729,AQ_Coffee
1,174,32.801268,51.293684,18.078253,14.466039,9.828177,29.210794,30.095716,18.950084,AQ_Coffee
1,175,32.801268,51.982791,18.078253,14.406421,9.874114,29.462286,29.834806,18.889537,AQ_Coffee
1,176,32.573756,51.293684,18.106445,14.386631,9.839634,29.273319,29.834806,18.919772,AQ_Coffee
1,177,32.954491,51.63613,18.050131,14.426253,9.874114,29.336076,29.96477,18.980474,AQ_Coffee
1,178,32.649286,51.293684,18.134706,14.446125,9.851109,29.273319,30.03012,18.980474,AQ_Coffee
1,179,32.573756,51.464385,18.106445,14.406421,9.862602,29.273319,29.899666,18.980474,AQ_Coffee
1,180,32.725122,51.808929,18.050131,14.466039,9.885643,29.273319,30.095716,19.10282,AQ_Coffee
1,181,32.725122,51.808929,18.050131,14.386631,9.908757,29.462286,29.899666,19.04149,AQ_Coffee
1,182,32.725122,51.293684,18.078253,14.485994,9.874114,29.399064,30.095716,19.04149,AQ_Coffee
1,183,32.725122,51.982791,18.022078,14.505991,9.908757,29.273319,30.161561,19.10282,AQ_Coffee
1,184,32.954491,52.157727,17.938333,14.446125,9.920341,29.462286,30.03012,19.04149,AQ_Coffee
1,185,32.877723,51.808929,17.938333,14.446125,9.920341,29.462286,30.03012,19.04149,AQ_Coffee
1,186,33.108972,52.868401,18.134706,14.566232,10.084474,29.846596,30.161561,19.133605,AQ_Coffee
1,187,32.801268,51.982791,17.938333,14.446125,9.931944,29.462286,30.03012,19.10282,AQ_Coffee
1,188,32.649286,52.157727,18.134706,14.54611,10.013682,29.653366,30.227656,19.10282,AQ_Coffee
1,189,32.954491,52.157727,18.134706,14.647145,10.025434,29.525743,30.494559,19.288729,AQ_Coffee
1,190,32.649286,52.333745,17.994094,14.446125,9.97854,29.717535,29.96477,19.010943,AQ_Coffee
1,191,32.954491,52.510857,17.994094,14.566232,10.037204,29.653366,30.294001,19.288729,AQ_Coffee
1,192,33.031573,53.048854,18.219913,14.687856,10.15595,30.042012,30.3606,19.351345,AQ_Coffee
1,193,32.954491,51.982791,18.248457,14.708276,10.072628,29.846596,30.494559,19.351345,AQ_Coffee
1,194,32.725122,52.510857,17.910555,14.505991,9.990236,29.525743,30.03012,19.133605,AQ_Coffee
1,195,32.649286,51.982791,17.966179,14.52603,9.97854,29.399064,30.161561,19.195413,AQ_Coffee
1,196,32.649286,51.63613,17.966179,14.566232,9.955205,29.462286,30.3606,19.133605,AQ_Coffee
1,197,32.649286,52.689072,17.966179,14.485994,10.025434,29.846596,30.161561,19.10282,AQ_Coffee
1,198,32.649286,52.689072,17.966179,14.505991,10.025434,29.781945,30.095716,19.164469,AQ_Coffee
1,199,32.573756,52.157727,18.050131,14.54611,10.00195,29.717535,30.3606,19.195413,AQ_Coffee
1,200,32.649286,52.510857,17.966179,14.606604,10.013682,29.589436,30.427452,19.195413,AQ_Coffee
1,201,32.649286,51.808929,17.966179,14.626853,9.990236,29.589436,30.561924,19.164469,AQ_Coffee
1,202,32.573756,51.808929,17.966179,14.647145,10.00195,29.589436,30.561924,19.319996,AQ_Coffee
1,203,32.877723,52.333745,17.966179,14.586397,10.037204,29.589436,30.427452,19.319996,AQ_Coffee
1,204,32.649286,52.868401,17.966179,14.54611,10.072628,29.91149,30.294001,19.195413,AQ_Coffee
1,205,33.264725,52.868401,18.248457,14.85243,10.228121,30.042012,30.83398,19.605114,AQ_Coffee
1,206,32.801268,52.157727,18.19144,14.749246,10.16793,30.042012,30.697429,19.414289,AQ_Coffee
1,207,32.423609,52.333745,18.022078,14.606604,10.048993,29.846596,30.494559,19.226437,AQ_Coffee
1,208,32.725122,52.157727,17.994094,14.708276,10.072628,29.976628,30.765573,19.414289,AQ_Coffee
1,209,32.573756,52.510857,17.966179,14.687856,10.084474,29.781945,30.765573,19.319996,AQ_Coffee
1,210,32.423609,52.510857,17.938333,14.647145,10.084474,30.107643,30.561924,19.226437,AQ_Coffee
1,211,32.801268,52.689072,17.855203,14.647145,10.084474,29.91149,30.561924,19.351345,AQ_Coffee
1,212,32.498531,52.689072,18.022078,14.667479,10.108223,29.91149,30.629547,19.319996,AQ_Coffee
1,213,32.725122,53.048854,17.938333,14.626853,10.132048,30.173522,30.494559,19.351345,AQ_Coffee
1,214,32.573756,52.333745,17.966179,14.749246,10.084474,29.846596,30.83398,19.351345,AQ_Coffee
1,215,32.725122,53.230442,17.994094,14.708276,10.191948,30.239651,30.629547,19.414289,AQ_Coffee
1,216,32.725122,52.689072,17.910555,14.687856,10.108223,29.976628,30.697429,19.382776,AQ_Coffee
1,217,32.649286,52.868401,17.938333,14.667479,10.179929,30.173522,30.629547,19.288729,AQ_Coffee
1,218,32.423609,52.689072,18.022078,14.708276,10.14399,30.107643,30.83398,19.319996,AQ_Coffee
1,219,32.573756,52.510857,18.022078,14.790389,10.120126,30.107643,31.040793,19.414289,AQ_Coffee
1,220,32.573756,52.689072,17.966179,14.811025,10.15595,29.976628,31.040793,19.509326,AQ_Coffee
1,221,32.573756,52.510857,17.966179,14.811025,10.132048,30.042012,31.040793,19.509326,AQ_Coffee
1,222,32.498531,53.048854,18.050131,14.749246,10.179929,30.239651,30.902651,19.414289,AQ_Coffee
1,223,32.573756,52.510857,17.966179,14.811025,10.15595,30.042012,31.110267,19.445885,AQ_Coffee
1,224,32.649286,53.413175,17.910555,14.749246,10.216044,30.372665,30.83398,19.382776,AQ_Coffee
1,225,32.801268,53.413175,17.882845,14.790389,10.216044,30.239651,30.83398,19.477564,AQ_Coffee
1,226,32.725122,53.597065,17.910555,14.811025,10.228121,30.239651,31.110267,19.477564,AQ_Coffee
1,227,32.649286,53.048854,17.966179,14.749246,10.216044,30.574095,30.83398,19.445885,AQ_Coffee
1,228,32.801268,53.413175,18.19144,14.977706,10.349976,30.777852,31.390884,19.669396,AQ_Coffee
1,229,32.725122,53.048854,17.882845,14.811025,10.228121,30.306032,31.110267,19.605114,AQ_Coffee
1,230,32.573756,53.413175,17.882845,14.769796,10.26447,30.306032,30.971589,19.509326,AQ_Coffee
1,231,32.801268,53.048854,17.938333,14.85243,10.240218,30.439552,31.250028,19.637212,AQ_Coffee
1,232,32.423609,52.689072,18.050131,14.85243,10.26447,30.439552,31.250028,19.541171,AQ_Coffee
1,233,32.649286,53.597065,17.994094,14.831706,10.276625,30.641753,31.040793,19.605114,AQ_Coffee
1,234,32.498531,53.230442,17.994094,14.894011,10.26447,30.439552,31.320319,19.541171,AQ_Coffee
1,235,32.498531,53.230442,17.966179,14.93577,10.26447,30.306032,31.461727,19.637212,AQ_Coffee
1,236,33.031573,53.782123,18.277072,15.104598,10.486336,31.053218,31.604251,19.929957,AQ_Coffee
1,237,32.725122,53.782123,17.938333,14.914868,10.313211,30.574095,31.390884,19.637212,AQ_Coffee
1,238,32.725122,53.782123,17.938333,14.914868,10.325446,30.641753,31.180012,19.637212,AQ_Coffee
1,239,32.573756,53.413175,17.994094,14.894011,10.300996,30.709672,31.320319,19.637212,AQ_Coffee
1,240,32.725122,53.413175,17.938333,14.93577,10.313211,30.574095,31.461727,19.637212,AQ_Coffee
1,241,32.423609,53.597065,18.078253,14.956716,10.325446,30.641753,31.461727,19.605114,AQ_Coffee
1,242,32.573756,53.597065,18.022078,15.019822,10.325446,30.506695,31.675934,19.798983,AQ_Coffee
1,243,32.573756,53.413175,18.022078,15.019822,10.325446,30.574095,31.675934,19.701664,AQ_Coffee
1,244,32.573756,53.230442,18.022078,15.040948,10.313211,30.574095,31.747902,19.734018,AQ_Coffee
1,245,32.348989,53.230442,18.078253,14.998742,10.313211,30.709672,31.532849,19.734018,AQ_Coffee
1,246,32.573756,53.413175,18.022078,15.062119,10.349976,30.574095,31.675934,19.798983,AQ_Coffee
1,247,32.649286,53.597065,18.219913,15.168659,10.436465,30.983977,31.892694,19.831596,AQ_Coffee
1,248,32.573756,53.968359,18.022078,14.977706,10.399277,30.983977,31.532849,19.669396,AQ_Coffee
1,249,32.423609,53.413175,18.078253,15.019822,10.362271,30.846295,31.747902,19.798983,AQ_Coffee
1,250,32.801268,53.782123,18.050131,15.040948,10.399277,30.709672,31.820155,19.897082,AQ_Coffee
1,251,32.573756,54.155785,18.050131,15.019822,10.399277,31.122729,31.675934,19.798983,AQ_Coffee
1,252,32.498531,53.968359,18.050131,15.019822,10.424049,31.122729,31.675934,19.766457,AQ_Coffee
1,253,32.649286,54.155785,17.994094,15.040948,10.436465,31.122729,31.675934,19.734018,AQ_Coffee
1,254,32.573756,53.597065,18.106445,15.147259,10.386922,30.777852,32.038642,19.897082,AQ_Coffee
1,255,32.573756,53.968359,18.050131,15.125906,10.424049,31.192511,31.892694,19.798983,AQ_Coffee
1,256,32.573756,53.968359,18.078253,15.125906,10.424049,30.846295,31.965523,19.929957,AQ_Coffee
1,257,32.423609,53.597065,18.134706,15.147259,10.399277,31.053218,31.965523,19.864296,AQ_Coffee
1,258,32.573756,54.344412,18.078253,15.104598,10.436465,31.332893,31.747902,19.864296,AQ_Coffee
1,259,32.498531,54.155785,18.078253,15.190105,10.448902,30.915003,32.259759,20.02911,AQ_Coffee
1,260,32.573756,54.725317,18.078253,15.125906,10.486336,31.262565,31.820155,19.929957,AQ_Coffee
1,261,32.573756,54.344412,18.106445,15.211598,10.46136,30.915003,32.112053,20.02911,AQ_Coffee
